genes	chrom	start	end	window_bp	atac_mean	atac_observed_fraction	atac_length_matched_percentile	atac_peak_frequency_max	rrbs_observed_fraction	rrbs_mean_observed	rrbs_dogs_max	repeat_overlap_bp	phylop_scored_fraction	phylop_mean_observed	phylop_max_observed	atac-peaks-bed_overlap_bp	external-regulatory-bed_overlap_bp	tad-boundaries-bed_overlap_bp	cpg_overlap_bp	epic_nonquiescent_bp_union	epic_promoter_enhancer_bp_union	epic_regulatory_tissues	local_review_status
NPNT/TBCK	NC_051836.1	27040161	27041161	1000	1.0845203235149383	1.0	74.06666666666666	0.0	0.15	100.0	2.0	652	1.0	0.142877	4.526	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27040411	27041411	1000	1.0921318808197975	1.0	75.9	1.0	0.1	100.0	2.0	558	1.0	0.10479999999999999	4.526	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27040661	27041661	1000	1.192847921013832	1.0	86.4	2.0	0.2	81.96321964263916	68.0	494	1.0	0.081606	4.905	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27040911	27041911	1000	1.2409942821860314	1.0	90.06666666666666	2.0	0.1	63.92643928527832	68.0	363	1.0	0.075371	4.905	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27041161	27042161	1000	1.2366100909113884	1.0	89.76666666666667	2.0	0.1	63.92643928527832	68.0	157	1.0	0.028803999999999996	4.905	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27041411	27042411	1000	1.2461503448486329	1.0	90.36666666666666	2.0	0.111	67.5012966534039	68.0	285	1.0	-0.035088	4.905	0	0	0	6	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27041661	27042661	1000	1.1362565942406655	1.0	81.39999999999999	2.0	0.15	96.19600168863933	53.0	424	1.0	-0.060676	3.846	0	0	0	206	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27041911	27042911	1000	1.0518077674508095	1.0	67.46666666666667	0.0	0.2	91.81938934326172	53.0	608	1.0	-0.036973	3.846	0	0	0	206	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27042161	27043161	1000	1.0120145822763442	1.0	57.36666666666667	0.0	0.2	91.81938934326172	53.0	564	1.0	0.2195940000000001	6.391	0	0	0	206	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27042411	27043411	1000	0.9580544407963753	1.0	38.43333333333334	0.0	0.189	91.3432691463087	53.0	351	1.0	0.374657	8.785	0	0	0	200	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27042661	27043661	1000	0.904141628921032	1.0	20.599999999999998	0.0	0.111	90.40069923744545	18.0	212	1.0	0.41368600000000005	8.785	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27042911	27043911	1000	0.918541411280632	1.0	24.933333333333334	0.0	0.1	100.0	1.0	0	1.0	0.39459400000000006	8.785	0	0	0	0	16	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27043161	27044161	1000	0.927968784749508	1.0	27.700000000000003	0.0	0.1	100.0	1.0	130	1.0	0.150414	8.785	0	0	0	0	266	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27043411	27044411	1000	0.9481472845077514	1.0	34.599999999999994	0.0	0.1	100.0	1.0	176	1.0	0.038576	4.281	0	0	0	0	516	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27043661	27044661	1000	1.0054294970035553	1.0	54.833333333333336	0.0	0.039	100.0	1.0	176	1.0	0.013436000000000003	4.281	0	0	0	0	766	166	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27043911	27044911	1000	0.9551243224143982	1.0	37.2	0.0	0.1	72.83948135375977	8.0	229	1.0	0.034672	1.415	0	0	0	0	984	400	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27044161	27045161	1000	0.947091702401638	1.0	34.36666666666667	0.0	0.1	72.83948135375977	8.0	124	1.0	0.02549400000000001	1.415	0	0	0	0	734	400	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27044411	27045411	1000	0.9409075924158097	1.0	31.966666666666665	0.0	0.15	81.89298756917317	8.0	78	1.0	0.029112000000000002	1.415	0	0	0	0	484	400	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27044661	27045661	1000	0.9536360773444176	1.0	36.9	0.0	0.25	89.1357925415039	8.0	78	1.0	0.028991000000000003	2.765	0	0	0	0	234	234	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27044911	27045911	1000	0.9677042262554169	1.0	42.03333333333333	0.0	0.15	100.0	1.0	271	1.0	0.044733999999999996	2.765	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27045161	27046161	1000	0.956120263338089	1.0	37.46666666666666	0.0	0.15	100.0	1.0	367	1.0	0.077095	2.765	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27045411	27046411	1000	0.9079236258864403	1.0	21.7	0.0	0.15	97.79332478841145	12.0	508	1.0	0.067728	2.765	0	0	0	0	124	124	KI;MG	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27045661	27046661	1000	0.8748043954968453	1.0	13.633333333333333	0.0	0.05	93.37997436523438	12.0	710	1.0	0.094524	2.022	0	0	0	0	374	374	KI;MG	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27045911	27046911	1000	0.9057675614953041	1.0	21.2	0.0	0.05	93.37997436523438	12.0	714	1.0	0.104634	2.022	0	0	0	0	624	400	KI;MG	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27046161	27047161	1000	0.9060093775987625	1.0	21.2	0.0	0.05	93.37997436523438	12.0	843	1.0	0.11074600000000001	1.096	0	0	0	0	800	400	KI;MG	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27046411	27047411	1000	0.8948815792798996	1.0	18.2	0.0	0.0		0.0	952	1.0	0.161598	1.096	0	0	0	0	676	276	KI;MG	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27046661	27047661	1000	0.9235114892125129	1.0	26.566666666666666	0.0	0.0		0.0	1000	1.0	0.170579	2.312	0	0	0	0	426	26	KI;MG	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27046911	27047911	1000	0.9496709571480751	1.0	35.099999999999994	0.0	0.0		0.0	1000	1.0	0.170151	2.312	0	0	0	0	176	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27047161	27048161	1000	0.9408616123199462	1.0	31.966666666666665	0.0	0.0		0.0	961	1.0	0.12643000000000001	2.856	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27047411	27048411	1000	1.0299129353165626	1.0	61.8	0.0	0.0		0.0	802	1.0	0.056984999999999994	2.856	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27047661	27048661	1000	1.0600778940916062	1.0	69.23333333333333	0.0	0.05	0.0	1.0	669	1.0	0.04506700000000001	3.731	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27047911	27048911	1000	1.0317889658808708	1.0	62.26666666666667	0.0	0.05	0.0	1.0	419	1.0	0.044863	4.299	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27048161	27049161	1000	1.0599272454977036	1.0	69.23333333333333	0.0	0.05	0.0	1.0	208	1.0	0.13788499999999998	7.173	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27048411	27049411	1000	1.0445274285674095	1.0	65.66666666666666	0.0	0.05	0.0	1.0	117	1.0	0.500995	10.231	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27048661	27049661	1000	1.0478670400977135	1.0	66.63333333333334	0.0	0.0		0.0	0	1.0	0.6261289999999999	10.231	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27048911	27049911	1000	1.0617237113118172	1.0	69.63333333333334	0.0	0.0		0.0	0	1.0	0.6063289999999999	10.231	0	0	0	0	224	224	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27049161	27050161	1000	1.0691114021539687	1.0	71.0	0.0	0.0		0.0	0	1.0	0.715648	10.231	0	0	0	0	474	474	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27049411	27050411	1000	1.0539550172686576	1.0	68.03333333333333	0.0	0.011	100.0	2.0	0	1.0	0.403047	9.998	0	0	0	0	600	600	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27049661	27050661	1000	1.0189652701616287	1.0	58.766666666666666	0.0	0.05	100.0	2.0	0	1.0	0.544032	7.134	0	0	0	0	600	600	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27049911	27050911	1000	1.0302615408301354	1.0	61.93333333333333	0.0	0.05	100.0	2.0	46	1.0	0.6915209999999999	8.219	0	0	0	0	376	376	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27050161	27051161	1000	1.020777328312397	1.0	59.333333333333336	0.0	0.05	100.0	2.0	52	1.0	0.5905430000000002	8.219	0	0	0	0	126	126	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27050411	27051411	1000	1.0499775622487069	1.0	67.23333333333333	0.0	0.039	100.0	2.0	52	1.0	0.5670320000000001	8.219	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27050661	27051661	1000	1.0810302800536156	1.0	73.43333333333332	0.0	0.05	100.0	1.0	78	1.0	0.30614600000000003	8.219	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27050911	27051911	1000	1.0841095487475396	1.0	74.0	0.0	0.05	100.0	1.0	187	1.0	0.16026100000000001	4.788	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27051161	27052161	1000	1.0879524137973786	1.0	74.96666666666667	0.0	0.061	95.49545463186796	2.0	291	1.0	0.08437	4.484	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27051411	27052411	1000	1.0941095464229584	1.0	76.1	0.0	0.1	87.51012420654297	2.0	291	1.0	0.093336	4.484	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27051661	27052661	1000	1.0484279366731644	1.0	66.76666666666667	0.0	0.05	75.02024841308594	2.0	369	1.0	0.08314500000000001	4.807	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27051911	27052911	1000	1.031948777616024	1.0	62.33333333333333	0.0	0.05	75.02024841308594	2.0	250	1.0	0.14402600000000002	4.807	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27052161	27053161	1000	1.0796853705048561	1.0	73.13333333333333	0.0	0.039	75.02024841308594	2.0	172	1.0	0.23373800000000003	5.121	0	0	0	0	84	84	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27052411	27053411	1000	1.0876565099954605	1.0	74.86666666666667	0.0	0.0		0.0	215	1.0	0.24759099999999998	5.121	0	0	0	0	334	334	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27052661	27053661	1000	1.1107952087521553	1.0	78.26666666666667	0.0	0.0		0.0	217	1.0	0.278402	5.121	0	0	0	0	584	584	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27052911	27053911	1000	1.0932111883163451	1.0	75.96666666666667	0.0	0.0		0.0	325	1.0	0.230746	5.121	0	0	0	0	600	600	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27053161	27054161	1000	1.0555461739301681	1.0	68.33333333333333	0.0	0.1	75.0	1.0	514	1.0	0.162821	2.598	0	0	0	0	516	516	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27053411	27054411	1000	1.0267849217653275	1.0	61.0	0.0	0.1	75.0	1.0	570	1.0	0.146702	2.56	0	0	0	0	266	266	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27053661	27054661	1000	1.00810659968853	1.0	55.86666666666667	0.0	0.1	75.0	1.0	654	1.0	0.126495	1.096	0	0	0	0	16	16	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27053911	27054911	1000	1.06221339148283	1.0	69.76666666666667	0.0	0.1	75.0	1.0	606	1.0	0.113536	1.096	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27054161	27055161	1000	1.0401559021770954	1.0	64.5	0.0	0.0		0.0	602	1.0	0.120267	3.111	0	0	0	0	84	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27054411	27055411	1000	1.0016791382730008	1.0	53.7	0.0	0.1	100.0	3.0	570	1.0	0.11121299999999999	3.111	0	0	0	0	334	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27054661	27055661	1000	1.0019274293482303	1.0	53.800000000000004	0.0	0.1	100.0	3.0	380	1.0	0.070813	3.168	0	0	0	0	396	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27054911	27055911	1000	1.0125853553116322	1.0	57.53333333333334	0.0	0.1	100.0	3.0	284	1.0	0.066614	3.316	0	0	0	0	396	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27055161	27056161	1000	1.042722330570221	1.0	65.33333333333333	0.0	0.1	100.0	3.0	67	1.0	0.015430999999999988	4.012	0	0	0	0	400	88	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27055411	27056411	1000	1.0771868817806245	1.0	72.6	0.0	0.0		0.0	41	1.0	0.07476399999999998	4.458	0	0	0	0	400	338	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27055661	27056661	1000	1.0887623682022094	1.0	75.23333333333333	0.0	0.0		0.0	240	1.0	0.080226	4.458	0	0	0	0	400	400	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27055911	27056911	1000	1.0152588791847228	1.0	57.96666666666667	0.0	0.0		0.0	281	1.0	0.047233	4.458	0	0	0	0	400	400	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27056161	27057161	1000	0.9794100245833397	1.0	46.300000000000004	0.0	0.0		0.0	326	1.0	0.062539	4.458	0	0	0	0	312	312	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27056411	27057411	1000	0.9495168137550354	1.0	35.06666666666667	0.0	0.061	100.0	1.0	285	1.0	0.076231	5.075	0	0	0	0	200	200	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27056661	27057661	1000	0.9720304586291313	1.0	43.5	0.0	0.15	100.0	3.0	86	1.0	0.12415099999999998	5.075	0	0	0	0	388	388	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27056911	27057911	1000	1.0281179848909379	1.0	61.266666666666666	0.0	0.15	100.0	3.0	45	1.0	0.24286	5.958	0	0	0	0	638	638	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27057161	27058161	1000	1.1354157596826553	1.0	81.36666666666666	7.0	0.15	100.0	3.0	96	1.0	0.470557	6.726	0	0	0	0	800	800	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27057411	27058411	1000	1.4599380260705948	1.0	96.63333333333334	9.0	0.089	100.0	3.0	137	1.0	0.367814	6.726	0	0	0	0	662	662	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27057661	27058661	1000	1.4393268358111382	1.0	96.33333333333334	9.0	0.0		0.0	137	1.0	0.359555	6.726	0	0	0	0	412	412	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27057911	27058911	1000	1.4179781028628349	1.0	96.1	9.0	0.0		0.0	364	1.0	0.28698199999999996	6.726	0	0	0	0	400	400	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27058161	27059161	1000	1.3439687416553496	1.0	94.1	9.0	0.0		0.0	518	1.0	0.05300999999999999	4.657	0	0	0	0	400	400	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27058411	27059411	1000	0.9863831381201744	1.0	48.833333333333336	0.0	0.0		0.0	503	1.0	0.09966499999999999	4.657	0	0	0	0	400	400	KI	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27058661	27059661	1000	0.9681145015954972	1.0	42.06666666666667	0.0	0.0		0.0	503	1.0	0.08721300000000001	3.321	0	0	0	0	588	588	KI;LU	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27058911	27059911	1000	0.9329449816942215	1.0	29.26666666666667	0.0	0.0		0.0	276	1.0	0.074158	3.648	0	0	0	0	562	562	KI;LU	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27059161	27060161	1000	0.9126600764393806	1.0	23.200000000000003	0.0	0.0		0.0	26	1.0	0.052673	3.648	0	0	0	0	400	400	LU	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27059411	27060411	1000	0.9653347818851471	1.0	41.233333333333334	0.0	0.011	50.0	1.0	0	1.0	0.089992	4.816	0	0	0	0	400	400	LU	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27059661	27060661	1000	0.9923023554086685	1.0	50.366666666666674	0.0	0.1	36.20257759094238	16.0	0	1.0	0.539352	10.363	0	0	0	0	212	212	LU	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27059911	27060911	1000	1.0213951289057732	1.0	59.73333333333334	0.0	0.1	36.20257759094238	16.0	0	1.0	0.6813020000000001	10.363	0	0	0	0	238	238	KI;OV	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27060161	27061161	1000	1.02773069357872	1.0	61.199999999999996	0.0	0.2	68.10128879547119	16.0	55	1.0	0.708805	10.363	0	0	0	0	488	488	KI;OV	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27060411	27061411	1000	1.0171701005101204	1.0	58.266666666666666	0.0	0.2	70.85128879547119	16.0	83	1.0	0.6716949999999999	10.363	0	0	0	0	738	738	KI;LU;OV	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27060661	27061661	1000	1.0449990382194518	1.0	65.83333333333333	0.0	0.15	100.0	2.0	83	1.0	0.24190799999999998	7.453	0	0	0	0	988	988	KI;LU;OV	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27060911	27061911	1000	1.0788862432837487	1.0	72.96666666666667	0.0	0.15	100.0	2.0	83	1.0	0.155756	6.427	0	0	0	0	762	762	KI;LU;OV	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27061161	27062161	1000	1.1148905284404755	1.0	78.86666666666666	0.0	0.05	100.0	2.0	28	1.0	0.349402	6.517	0	0	0	0	512	512	KI;LU;OV	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27061411	27062411	1000	1.0627826850116253	1.0	69.83333333333334	0.0	0.039	100.0	2.0	0	1.0	0.378487	6.517	0	0	0	0	262	262	LU	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27061661	27062661	1000	0.9511050454080104	1.0	35.833333333333336	0.0	0.011	75.69851684570312	17.0	88	1.0	0.423332	6.517	0	0	0	0	12	12	LU	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27061911	27062911	1000	0.860895185738802	1.0	11.566666666666666	0.0	0.1	85.98217010498047	17.0	88	1.0	0.426574	6.517	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27062161	27063161	1000	0.7498881978690625	1.0	3.8	0.0	0.15	90.65478006998698	17.0	88	1.0	0.30221699999999996	4.983	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27062411	27063411	1000	0.7531323099136352	1.0	3.833333333333333	0.0	0.15	90.65478006998698	17.0	115	1.0	0.365602	4.954	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27062661	27063661	1000	0.8044817907214165	1.0	5.4	0.0	0.139	91.83836924600945	17.0	27	1.0	0.34468200000000004	4.954	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27062911	27063911	1000	0.8758825048804283	1.0	13.900000000000002	0.0	0.05	100.0	1.0	27	1.0	0.36689799999999995	5.021	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27063161	27064161	1000	0.9413718537092209	1.0	32.0	0.0	0.0		0.0	27	1.0	0.429463	5.021	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27063411	27064411	1000	1.0213990576267242	1.0	59.73333333333334	0.0	0.0		0.0	0	1.0	0.408832	5.021	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27063661	27064661	1000	1.0614090035557746	1.0	69.6	0.0	0.0		0.0	0	1.0	0.409056	5.021	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27063911	27064911	1000	1.024755128800869	1.0	60.333333333333336	0.0	0.1	83.43750762939453	12.0	66	0.996	0.3248303212851405	4.539	0	0	0	0	234	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27064161	27065161	1000	1.0387551363110543	1.0	64.16666666666667	0.0	0.1	83.43750762939453	12.0	66	0.996	0.28439558232931733	5.014	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27064411	27065411	1000	0.986878438770771	1.0	49.0	0.0	0.1	83.43750762939453	12.0	236	0.996	0.29118172690763056	5.014	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27064661	27065661	1000	0.9326942016482354	1.0	29.2	0.0	0.1	83.43750762939453	12.0	273	0.996	0.29461746987951803	5.014	0	0	0	0	400	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27064911	27065911	1000	0.9508086348772049	1.0	35.733333333333334	0.0	0.0		0.0	207	1.0	0.414432	5.014	0	0	0	0	166	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27065161	27066161	1000	0.9193148751854896	1.0	25.166666666666664	1.0	0.0		0.0	207	1.0	0.462437	4.458	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27065411	27066411	1000	0.9214200761318206	1.0	25.866666666666667	1.0	0.0		0.0	37	1.0	0.380711	4.458	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27065661	27066661	1000	0.9662803021073342	1.0	41.53333333333333	1.0	0.0		0.0	0	1.0	0.326969	4.458	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27065911	27066911	1000	1.012612521648407	1.0	57.53333333333334	1.0	0.0		0.0	246	1.0	0.237335	4.438	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27066161	27067161	1000	1.0648254616856574	1.0	70.33333333333334	1.0	0.0		0.0	311	1.0	0.16631599999999996	4.438	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27066411	27067411	1000	1.0881768515706063	1.0	74.96666666666667	0.0	0.0		0.0	367	1.0	0.149863	3.324	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27066661	27067661	1000	1.09409600263834	1.0	76.1	0.0	0.0		0.0	367	1.0	0.18866500000000003	3.324	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27066911	27067911	1000	1.0765454864501953	1.0	72.43333333333334	0.0	0.0		0.0	121	1.0	0.17828899999999998	3.324	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27067161	27068161	1000	0.9804447635412216	1.0	46.766666666666666	0.0	0.0		0.0	98	1.0	0.22927699999999998	4.709	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27067411	27068411	1000	0.9632210658192635	1.0	40.36666666666667	0.0	0.0		0.0	269	1.0	0.335334	5.684	0	0	0	0	134	134	ST	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27067661	27068661	1000	0.9777117586135864	1.0	45.7	0.0	0.0		0.0	350	1.0	0.30511299999999997	5.684	0	0	0	0	384	384	OV;ST	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27067911	27068911	1000	0.9814321051836014	1.0	47.0	0.0	0.0		0.0	437	1.0	0.32781299999999997	5.684	0	0	0	0	600	600	OV;ST	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27068161	27069161	1000	1.0211721710562707	1.0	59.5	0.0	0.1	99.43460464477539	15.0	524	1.0	0.226406	5.684	0	0	0	0	600	600	OV;ST	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27068411	27069411	1000	1.028680207669735	1.0	61.36666666666667	0.0	0.1	99.43460464477539	15.0	297	1.0	0.193296	5.352	0	0	0	0	466	466	OV;ST	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27068661	27069661	1000	0.9440225222706795	1.0	33.266666666666666	0.0	0.1	99.43460464477539	15.0	278	1.0	0.25981299999999996	5.352	0	0	0	0	216	216	OV;ST	regulatory_annotation_present
NPNT/TBCK	NC_051836.1	27068911	27069911	1000	0.9062274503707886	1.0	21.3	0.0	0.1	99.43460464477539	15.0	441	1.0	0.31152099999999994	5.352	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27069161	27070161	1000	0.8972147657871247	1.0	18.833333333333332	0.0	0.0		0.0	407	1.0	0.397731	5.352	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27069411	27070411	1000	0.9282492765784264	1.0	27.73333333333333	0.0	0.0		0.0	515	1.0	0.388898	5.003	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27069661	27070661	1000	1.022549036860466	1.0	59.8	0.0	0.0		0.0	670	1.0	0.34489800000000004	4.39	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27069911	27070911	1000	1.0486147745847703	1.0	66.8	0.0	0.1	50.0	1.0	499	1.0	0.253137	4.39	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
NPNT/TBCK	NC_051836.1	27070161	27071161	1000	1.0763479111790657	1.0	72.36666666666667	0.0	0.1	50.0	1.0	544	1.0	0.223468	4.39	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues
