id	chrom	start0	end0	atac_mean	atac_percentile	GC	GC_distance_w01	coding_TSS_distance	miRNA_distance	risk_gene_distance	screen_flags	stage	pending
bg1k_2436	NC_051841.1	30011684	30012684	0.9231132680773735	24.941097273645237	0.353	0.057999999999999996	16731	332913	1269886	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2437	NC_051816.1	27479864	27480864	1.0302721948623657	61.191518007404916	0.404	0.006999999999999951	60594	6817292	99068	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2438	NC_051824.1	24525884	24526884	0.971811860203743	42.376304274655	0.328	0.08299999999999996	10556	13285097	421863	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2439	NC_051826.1	49788799	49789799	2.2486444786787034	98.7209693705823	0.371	0.03999999999999998	0	6908778	167224	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2440	NC_051836.1	1784145	1785145	0.9760349363088607	44.059239313362504	0.4	0.010999999999999954	34959	30869605	1121865	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2441	NC_051841.1	3525270	3526270	0.9561173692345619	36.183103332211374	0.311	0.09999999999999998	1000722	21543753	1000722	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2442	NC_051839.1	4033762	4034762	1.1094340416789055	77.71794008751262	0.537	0.12600000000000006	14390		569489	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2443	NC_051824.1	30575495	30576495	1.459511882662773	96.56681252103668	0.444	0.03300000000000003	605548	7235486	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2444	NC_051810.1	35772322	35773322	0.9738176382184028	43.15045439246045	0.354	0.056999999999999995	683507	3294198	797162	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2445	NC_051809.1	40123729	40124729	1.3556162428855896	94.21070346684618	0.413	0.0020000000000000018	105671	1244969	176923	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2446	NC_051805.1	120958041	120959041	1.1088718103766442	77.61696398519017	0.461	0.050000000000000044	26191	2088525	1198785	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2447	NC_051811.1	56894566	56895566	1.0747040009498596	71.62571524739145	0.398	0.012999999999999956	52725	2661722	917549		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2448	NC_051812.1	44637049	44638049	1.0096656160354613	55.637832379670144	0.435	0.02400000000000002	56355	9416401	1181644		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2449	NC_051815.1	54151735	54152735	0.8581263355910778	8.88589700437563	0.335	0.07599999999999996	71295	3054471	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2450	NC_051814.1	27986503	27987503	1.205305567264557	87.0414002019522	0.545	0.13400000000000006	58815	11821	503572	miRNA_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2451	NC_051825.1	15056563	15057563	0.914551165997982	22.24840121171323	0.382	0.02899999999999997	946098	4681301	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2452	NC_051817.1	61534782	61535782	0.9202711544632912	23.998653651969033	0.355	0.055999999999999994	100762	20788843	1456622		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2453	NC_051843.1	95935978	95936978	0.9265245494246482	25.74890609222484	0.398	0.012999999999999956	562245	2401262	920418		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2454	NC_051824.1	39330226	39331226	1.3293953327536583	93.40289464826658	0.575	0.16399999999999998	22526	449308	35093	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2455	NC_051811.1	6408121	6409121	1.745990097463131	97.9131605520027	0.75	0.339	38171	67630	13870	coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2456	NC_051836.1	2455337	2456337	0.8672112548947334	10.501514641534836	0.29	0.121	122056	30198413	857623	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2457	NC_051822.1	7048373	7049373	1.0169079646468162	57.4217435207001	0.393	0.01799999999999996	82561	19209105	215786	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2458	NC_051833.1	17425627	17426627	0.9453336254358292	32.34601144395826	0.318	0.09299999999999997	11341	3063417	116398	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2459	NC_051813.1	58822734	58823734	1.0919906301498412	75.32817233254796	0.415	0.0040000000000000036	18443	397953	0	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2460	NC_051813.1	48585283	48586283	0.8857890442609787	14.3049478290138	0.443	0.03200000000000003	13058	66676	686781	coding_5prime_under_50kb;miRNA_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2461	NC_051840.1	6315505	6316505	1.3296110236644745	93.43655334904072	0.771	0.36000000000000004	0	4757895	690335	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2462	NC_051808.1	23850838	23851838	1.0679452142715453	70.34668461797375	0.385	0.025999999999999968	2902	8406005	140723	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2463	NC_051827.1	8345353	8346353	1.1314765751361846	80.54527095254123	0.443	0.03200000000000003	6707	309290	150506	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2464	NC_051843.1	20692775	20693775	0.7392871185309358	1.447324133288455	0.364	0.046999999999999986	101553	18962065	942468		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2465	NC_051826.1	9314193	9315193	0.907372363448143	19.82497475597442	0.343	0.06799999999999995	124676	744815	3480984	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2466	NC_051810.1	18068812	18069812	1.1615194780230522	83.91114102995624	0.465	0.05400000000000005	3932	2084518	57685	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2467	NC_051841.1	9437159	9438159	1.0527435491085053	67.18276674520364	0.441	0.030000000000000027	57368	15631864	701086	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2468	NC_051838.1	25689821	25690821	0.8720616214871406	11.44395826321104	0.309	0.10199999999999998	410341	826505	821467	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2469	NC_051807.1	91587437	91588437	1.0021578893065453	53.012453719286434	0.472	0.061	150151	1558346	687738		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2470	NC_051820.1	57393021	57394021	0.9595820497870445	37.83237967014473	0.341	0.06999999999999995	83757	17178315	126792	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2471	NC_051826.1	46603049	46604049	0.8900877997875214	15.112756647593402	0.34	0.07099999999999995	76649	3723028	1607809	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2472	NC_051806.1	32136948	32137948	1.0354226986765862	62.436889936048466	0.469	0.057999999999999996	67824	10866087	90535	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2473	NC_051843.1	22513418	22514418	0.9045474506616592	18.983507236620667	0.302	0.10899999999999999	168539	17141422	2763111	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2474	NC_051815.1	75132303	75133303	0.927059417784214	25.883540895321442	0.346	0.065	32207	5546805	144944	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2475	NC_051842.1	8659477	8660477	0.9055322275161743	19.320094244362167	0.281	0.12999999999999995	451322	6270156	2265480		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2476	NC_051808.1	14928757	14929757	1.0296500908136368	60.92224840121171	0.349	0.062	32827	515051	564345	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2477	NC_051806.1	43026348	43027348	0.7857528257217162	2.558061258835409	0.523	0.11200000000000004	16972	22210	201009	coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2478	NC_051806.1	33722262	33723262	0.9703779239058494	41.80410636149445	0.345	0.066	175693	9280773	598923	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2479	NC_051816.1	9535883	9536883	0.8516872253119946	7.876135981151128	0.309	0.10199999999999998	220189	6002711	770240		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2480	NC_051829.1	7187999	7188999	0.8978599507808686	17.36788959946146	0.385	0.025999999999999968	113574	2717428	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2481	NC_051835.1	2738856	2739856	0.9323440356850624	27.600134634803098	0.292	0.119	192211	10548132	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2482	NC_051809.1	61609282	61610282	1.088370439171791	74.65499831706497	0.406	0.004999999999999949	37273	1101788	0	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2483	NC_051831.1	27909276	27910276	0.8575927202105522	8.81857960282733	0.349	0.062	58080	10523999	2568491		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2484	NC_051830.1	10148009	10149009	1.216664042890072	88.3204308313699	0.41	0.0010000000000000009	44522	4639268	61250	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2485	NC_051822.1	28703619	28704619	0.9688154696822167	41.2319084483339	0.446	0.03500000000000003	397299	1927223	2473576	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2486	NC_051806.1	31605782	31606782	1.5922660440206529	97.54291484348704	0.344	0.067	430095	11397253	430095		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2487	NC_051834.1	16943788	16944788	1.1101713376641273	77.85257489060922	0.489	0.07800000000000001	53689	780969	219911	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2488	NC_051826.1	58358065	58359065	1.0560347154736518	67.88959946146079	0.426	0.015000000000000013	93967	15478044	459874	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2489	NC_051843.1	77486248	77487248	0.8541058462262153	8.41467519353753	0.326	0.08499999999999996	12025	327879	713760	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2490	NC_051809.1	83670607	83671607	0.8294454055196709	4.947829013800067	0.456	0.04500000000000004	369840	1069210	566474		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2491	NC_051829.1	42595120	42596120	1.0003900822997094	52.44025580612588	0.39	0.020999999999999963	7367	2915729	663975	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2492	NC_051819.1	22774534	22775534	1.2254006336927414	88.85897004375632	0.408	0.0030000000000000027	854	4825950	206350	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2493	NC_051808.1	28589170	28590170	1.0356306275725364	62.50420733759677	0.39	0.020999999999999963	400784	5814261	404484	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2494	NC_051829.1	50630045	50631045	0.8787196707725525	12.689330191854594	0.358	0.05299999999999999	3722	303567	653380	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2495	NC_051811.1	53610897	53611897	1.1053379548788071	77.11208347357793	0.446	0.03500000000000003	251076	620925	1050718	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2496	NC_051817.1	23787664	23788664	1.3801538390517234	95.08582968697408	0.483	0.07200000000000001	55025	7483228	95729	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2497	NC_051830.1	31397924	31398924	1.3115400185585022	92.66240323123527	0.528	0.11700000000000005	5062	697973	257789	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2498	NC_051813.1	57394428	57395428	1.3848148089051247	95.22046449007068	0.474	0.063	8744	1209976	574115	gene_overlap;coding_5prime_under_50kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2499	NC_051818.1	3942085	3943085	0.9846118137240409	47.22315718613262	0.395	0.01599999999999996	24861	1975604	2433009	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2500	NC_051816.1	43598558	43599558	0.9817026244401932	46.11242006058566	0.372	0.03899999999999998	40814	2114771	1877114	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2501	NC_051820.1	35912122	35913122	0.9508458609580994	34.26455738808482	0.355	0.055999999999999994	78127	928758	915469	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2502	NC_051809.1	9468486	9469486	1.1424439486265183	81.89161898350724	0.437	0.026000000000000023	7755	2527375	0	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2503	NC_051816.1	28596105	28597105	0.7535180912911892	1.682935038707506	0.291	0.12	22750	5701051	1007497	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2504	NC_051814.1	64375109	64376109	1.1877165937423706	85.86334567485694	0.425	0.014000000000000012	48469	6597285	1197255	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2505	NC_051811.1	79544886	79545886	0.9816061918735504	46.011443958263214	0.385	0.025999999999999968	191419	13262597	230295	gene_overlap;risk_gene_under_300kb;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2506	NC_051843.1	94394477	94395477	1.1185124806165696	78.99697071693032	0.468	0.05700000000000005	40733	3942763	70526	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2507	NC_051818.1	45450995	45451995	1.0560948026180268	67.92325816223494	0.333	0.07799999999999996	146518	5168276	1867531	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2508	NC_051827.1	458488	459488	0.8675486477613449	10.535173342308987	0.345	0.066	161996	1559034	2377808		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2509	NC_051816.1	63428404	63429404	0.9916198604106903	49.209020531807475	0.383	0.02799999999999997	3000	21944617	47592	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2510	NC_051812.1	50698243	50699243	0.9371224224567414	29.2157522719623	0.383	0.02799999999999997	6222	3355207	13985	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2511	NC_051805.1	42480841	42481841	0.9872726525068283	48.06462470548637	0.366	0.044999999999999984	213424	2147021	0	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2512	NC_051828.1	7211446	7212446	0.9736575236916543	43.049478290138	0.431	0.020000000000000018	544824	10674259	1412517	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2513	NC_051810.1	30767866	30768866	1.099752636551857	76.33793335577246	0.493	0.08200000000000002	246774	798808	340541	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2514	NC_051818.1	46420020	46421020	0.9841213962435722	47.088522383036015	0.384	0.02699999999999997	13466	6137301	898506	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2515	NC_051807.1	69870034	69871034	1.1882210270762443	85.8970043756311	0.463	0.052000000000000046	6006	4403871	1120511	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2516	NC_051827.1	22325105	22326105	0.8197499872744083	4.1400201952204645	0.345	0.066	57386	9799387	1325285	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2517	NC_051815.1	50411399	50412399	0.9469887901544571	32.884550656344665	0.392	0.01899999999999996	20736	684842	702348	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2518	NC_051843.1	104958124	104959124	0.7431762166321277	1.5819589363850555	0.387	0.023999999999999966	42938	1796288	1213531	coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2519	NC_051813.1	55472886	55473886	1.3909657953977586	95.35509929316729	0.563	0.15199999999999997	8641	49899	8641	gene_overlap;coding_5prime_under_50kb;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2520	NC_051805.1	20926765	20927765	0.8808982375264168	13.261528105015147	0.371	0.03999999999999998	58377	3452575	350600	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2521	NC_051810.1	24130146	24131146	0.8583346036076546	9.020531807472231	0.395	0.01599999999999996	1955	2869526	557580	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2522	NC_051821.1	23556561	23557561	1.008277652144432	54.964658364187144	0.385	0.025999999999999968	72528	1744235	13071	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2523	NC_051837.1	29076501	29077501	0.9999595755934715	52.170986199932685	0.354	0.056999999999999995	67172	837804	98741	gene_overlap;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2524	NC_051813.1	47599863	47600863	1.4091523758172988	95.85997980477954	0.568	0.15699999999999997	8712	615039	33432	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2525	NC_051805.1	52851621	52852621	0.8924670748114586	15.987882867721305	0.347	0.064	767442	3636233	712657		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2526	NC_051821.1	60983258	60984258	1.088714527606964	74.75597441938741	0.366	0.044999999999999984	28547	8691641	68579	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2527	NC_051842.1	1527234	1528234	1.3117572233080863	92.72972063278357	0.527	0.11600000000000005	35956	395199	409728	gene_overlap;coding_5prime_under_50kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2528	NC_051837.1	23955723	23956723	0.9989762690663337	51.93537529451363	0.46	0.049000000000000044	52821	65862	132035	gene_overlap;miRNA_under_300kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2529	NC_051827.1	11412328	11413328	0.9360752272009849	28.879165264220802	0.331	0.07999999999999996	51099	1112367	552011	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2530	NC_051822.1	37222493	37223493	1.0448314826488494	65.12958599798048	0.431	0.020000000000000018	131171	2001933	131171	risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2531	NC_051819.1	52248203	52249203	1.0406293131113051	63.917872770111074	0.368	0.04299999999999998	13281	12407145	13281	coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2532	NC_051809.1	7972368	7973368	1.131922876894474	80.61258835408954	0.486	0.07500000000000001	146971	4023493	848281	gene_overlap;lnc_smallRNA_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2533	NC_051806.1	55146062	55147062	0.9388690339922905	29.922584988219455	0.401	0.009999999999999953	3050	2794675	118178	gene_overlap;coding_5prime_under_50kb;risk_gene_under_300kb	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2534	NC_051823.1	9499233	9500233	0.8988975441455841	17.704476607202963	0.289	0.122	703726	4234187	703726		preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2535	NC_051827.1	11333321	11334321	0.9578600665330886	37.09188825311343	0.392	0.01899999999999996	130106	1191374	473004	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
bg1k_2536	NC_051834.1	14943249	14944249	0.9531444541811943	35.37529451363177	0.371	0.03999999999999998	53830	1218545	1541634	gene_overlap	preliminary_annotation_screen_only	alternative_transcripts;TAD;EpiC;repeats;conservation;variants;sequence_specificity;donor_genotype
