#chrom	start	end	type	length	gc_frac	obs_exp	n_cpg
NC_051832.1	39964419	39964970	CGI_GGF+CGI_TJ	551	0.5753	0.6448	29
NC_051832.1	39992394	39993431	CGI_GGF+CGI_TJ	1037	0.5419	0.7404	56
NC_051832.1	39993921	39995451	CGI_GGF+CGI_TJ	1530	0.5497	0.6318	73
NC_051832.1	40002092	40003529	CGI_GGF+CGI_TJ	1437	0.5226	0.6023	59
NC_051832.1	40013545	40014340	CGI_GGF+CGI_TJ	795	0.5761	0.6372	42
NC_051832.1	40017155	40017727	CGI_GGF+CGI_TJ	572	0.6329	0.6451	36
NC_051832.1	40044552	40045524	CGI_GGF+CGI_TJ	972	0.5309	0.6822	46
NC_051832.1	40055505	40056781	CGI_GGF+CGI_TJ	1276	0.6364	0.6237	80
NC_051832.1	40075964	40076624	CGI_GGF+CGI_TJ	660	0.5364	0.9692	46
NC_051832.1	40140322	40141564	CGI_GGF+CGI_TJ	1242	0.6151	0.6343	74
NC_051832.1	40195552	40196225	CGI_GGF+CGI_TJ	673	0.6018	0.6391	38
NC_051832.1	40246767	40247533	CGI_GGF+CGI_TJ	766	0.6514	0.6403	52
NC_051832.1	40255356	40256007	CGI_GGF+CGI_TJ	651	0.5376	0.7026	33
NC_051832.1	40268752	40272417	CGI_GGF+CGI_TJ	3665	0.6347	0.6368	235
NC_051832.1	40302918	40303881	CGI_GGF+CGI_TJ	963	0.5493	0.6501	47
NC_051832.1	40350723	40353613	CGI_GGF+CGI_TJ	2890	0.5391	0.7478	157
NC_051832.1	40444490	40445895	CGI_GGF+CGI_TJ	1405	0.5488	0.7393	78
NC_051832.1	40456411	40458797	CGI_GGF+CGI_TJ	2386	0.5423	0.7126	125
NC_051832.1	40470097	40471639	CGI_GGF+CGI_TJ	1542	0.6291	0.6491	99
NC_051832.1	40512524	40514366	CGI_GGF+CGI_TJ	1842	0.6173	0.6389	112
NC_051832.1	40533878	40535492	CGI_GGF+CGI_TJ	1614	0.6524	0.6250	107
NC_051832.1	40566983	40569751	CGI_GGF+CGI_TJ	2768	0.6842	0.6336	204
NC_051832.1	40650599	40651659	CGI_GGF+CGI_TJ	1060	0.5396	0.6753	52
NC_051832.1	40666427	40667548	CGI_GGF+CGI_TJ	1121	0.5504	0.6126	52
NC_051832.1	40667806	40668718	CGI_GGF+CGI_TJ	912	0.5471	0.6204	42
NC_051832.1	40671526	40677457	CGI_GGF+CGI_TJ	5931	0.5947	0.6199	325
NC_051832.1	40678837	40679741	CGI_GGF+CGI_TJ	904	0.6062	0.6386	53
NC_051832.1	40702276	40705103	CGI_GGF+CGI_TJ	2827	0.6788	0.6379	207
NC_051832.1	40710439	40711220	CGI_GGF+CGI_TJ	781	0.5467	0.6864	40
NC_051832.1	40738941	40739640	CGI_GGF+CGI_TJ	699	0.6538	0.6365	47
NC_051832.1	40763925	40769839	CGI_GGF+CGI_TJ	5914	0.6657	0.6396	419
NC_051832.1	40827700	40831372	CGI_GGF+CGI_TJ	3672	0.7097	0.6406	296
NC_051832.1	40854072	40854729	CGI_GGF+CGI_TJ	657	0.6865	0.6333	49
NC_051832.1	40908859	40910251	CGI_GGF+CGI_TJ	1392	0.6401	0.6383	91
NC_051832.1	40929980	40931439	CGI_GGF+CGI_TJ	1459	0.5442	0.9442	102
NC_051832.1	40940526	40941295	CGI_GGF+CGI_TJ	769	0.6697	0.6495	56
NC_051832.1	40946718	40948119	CGI_GGF+CGI_TJ	1401	0.6303	0.6469	90
NC_051832.1	40954402	40955296	CGI_GGF+CGI_TJ	894	0.7036	0.6146	68
NC_051832.1	40994217	40996519	CGI_GGF+CGI_TJ	2302	0.6360	0.6359	148
NC_051832.1	41003089	41004443	CGI_GGF+CGI_TJ	1354	0.7304	0.6456	116
NC_051832.1	41013054	41014556	CGI_GGF+CGI_TJ	1502	0.6205	0.6447	92
NC_051832.1	41031646	41032352	CGI_GGF+CGI_TJ	706	0.6303	0.6441	45
NC_051832.1	41040294	41041732	CGI_GGF+CGI_TJ	1438	0.5494	0.7661	83
NC_051832.1	41044066	41045015	CGI_GGF+CGI_TJ	949	0.5922	0.6374	53
NC_051832.1	41045340	41046734	CGI_GGF+CGI_TJ	1394	0.5337	0.9205	91
NC_051832.1	41053215	41054271	CGI_GGF+CGI_TJ	1056	0.6392	0.6170	65
NC_051832.1	41056279	41057028	CGI_GGF+CGI_TJ	749	0.6048	0.6429	44
NC_051832.1	41082279	41084517	CGI_GGF+CGI_TJ	2238	0.6649	0.6190	153
NC_051832.1	41091592	41092588	CGI_GGF+CGI_TJ	996	0.6295	0.6289	62
NC_051832.1	41092843	41095630	CGI_GGF+CGI_TJ	2787	0.6634	0.6073	186
NC_051832.1	41108421	41112403	CGI_GGF+CGI_TJ	3982	0.6994	0.6384	310
NC_051832.1	41112736	41113754	CGI_GGF+CGI_TJ	1018	0.6336	0.6385	65
NC_051832.1	41165518	41166252	CGI_GGF+CGI_TJ	734	0.6253	0.6265	44
NC_051832.1	41176498	41177195	CGI_GGF+CGI_TJ	697	0.6399	0.6490	46
NC_051832.1	41179899	41184410	CGI_GGF+CGI_TJ	4511	0.6477	0.6470	306
NC_051832.1	41186636	41187530	CGI_GGF+CGI_TJ	894	0.5593	0.6170	43
NC_051832.1	41187681	41188453	CGI_GGF+CGI_TJ	772	0.6218	0.6459	48
NC_051832.1	41263987	41264695	CGI_GGF+CGI_TJ	708	0.5367	0.6321	32
NC_051832.1	41278376	41281085	CGI_GGF+CGI_TJ	2709	0.6165	0.6475	166
NC_051832.1	41284941	41288346	CGI_GGF+CGI_TJ	3405	0.6520	0.6371	230
NC_051832.1	41299832	41302474	CGI_GGF+CGI_TJ	2642	0.6775	0.6168	187
NC_051832.1	41469777	41473688	CGI_GGF+CGI_TJ	3911	0.6696	0.6342	278
NC_051832.1	41520751	41521544	CGI_GGF+CGI_TJ	793	0.5145	0.6692	35
NC_051832.1	41566266	41567403	CGI_GGF+CGI_TJ	1137	0.7221	0.6484	96
NC_051832.1	41625917	41627331	CGI_GGF+CGI_TJ	1414	0.6719	0.6367	99
NC_051832.1	41701810	41702766	CGI_GGF+CGI_TJ	956	0.6590	0.6359	66
NC_051832.1	41714855	41716725	CGI_GGF+CGI_TJ	1870	0.6765	0.6242	133
NC_051832.1	41717296	41718571	CGI_GGF+CGI_TJ	1275	0.5231	0.6381	55
NC_051833.1	5178760	5179373	CGI_GGF+CGI_TJ	613	0.6542	0.6325	41
NC_051833.1	5416881	5419031	CGI_GGF+CGI_TJ	2150	0.6749	0.6458	155
NC_051833.1	9804687	9805307	CGI_GGF+CGI_TJ	620	0.5468	0.6490	30
NC_051833.1	11386198	11386876	CGI_GGF+CGI_TJ	678	0.5428	0.6413	32
NC_051833.1	11734181	11734998	CGI_GGF+CGI_TJ	817	0.5679	0.6491	42
NC_051833.1	12233064	12233668	CGI_GGF+CGI_TJ	604	0.6606	0.6423	42
NC_051833.1	12253806	12254429	CGI_GGF+CGI_TJ	623	0.6645	0.6464	44
NC_051833.1	13761486	13762170	CGI_GGF+CGI_TJ	684	0.6696	0.6067	46
NC_051833.1	15399214	15400487	CGI_GGF+CGI_TJ	1273	0.5412	0.9985	93
NC_051833.1	16503642	16504602	CGI_GGF+CGI_TJ	960	0.5479	0.8765	63
NC_051833.1	16629731	16630617	CGI_GGF+CGI_TJ	886	0.5497	0.7982	53
NC_051833.1	17067887	17069007	CGI_GGF+CGI_TJ	1120	0.7357	0.6414	97
NC_051833.1	18824890	18826683	CGI_GGF+CGI_TJ	1793	0.6235	0.6448	112
NC_051833.1	19246576	19247587	CGI_GGF+CGI_TJ	1011	0.5252	0.7320	51
NC_051833.1	22028879	22029992	CGI_GGF+CGI_TJ	1113	0.5472	0.6612	55
NC_051833.1	22104823	22105711	CGI_GGF+CGI_TJ	888	0.5236	0.7238	44
NC_051833.1	24957045	24958371	CGI_GGF+CGI_TJ	1326	0.5754	0.6413	70
NC_051833.1	27708071	27709029	CGI_GGF+CGI_TJ	958	0.5793	0.6478	52
NC_051833.1	32987274	32987915	CGI_GGF+CGI_TJ	641	0.6615	0.6476	45
NC_051833.1	33158364	33159223	CGI_GGF+CGI_TJ	859	0.5413	0.6755	40
NC_051833.1	33752488	33753087	CGI_GGF+CGI_TJ	599	0.5442	0.6313	28
NC_051833.1	34063750	34065374	CGI_GGF+CGI_TJ	1624	0.5296	0.7156	81
NC_051833.1	37454931	37457367	CGI_GGF+CGI_TJ	2436	0.5501	0.6250	113
NC_051833.1	38703967	38704812	CGI_GGF+CGI_TJ	845	0.5893	0.6135	45
NC_051833.1	38932687	38934968	CGI_GGF+CGI_TJ	2281	0.5660	0.6318	114
NC_051833.1	39254294	39254930	CGI_GGF+CGI_TJ	636	0.5393	0.7354	34
NC_051833.1	39268312	39269876	CGI_GGF+CGI_TJ	1564	0.6630	0.6354	109
NC_051833.1	39283800	39284750	CGI_GGF+CGI_TJ	950	0.5326	0.7570	51
NC_051833.1	39516032	39517572	CGI_GGF+CGI_TJ	1540	0.6156	0.6111	88
NC_051833.1	39569177	39569904	CGI_GGF+CGI_TJ	727	0.5557	0.6137	34
NC_051833.1	39763459	39764439	CGI_GGF+CGI_TJ	980	0.5418	0.7942	57
NC_051833.1	39817430	39818260	CGI_GGF+CGI_TJ	830	0.5904	0.6388	46
NC_051833.1	39890782	39892379	CGI_GGF+CGI_TJ	1597	0.5366	0.6700	72
NC_051833.1	39921369	39922023	CGI_GGF+CGI_TJ	654	0.6682	0.6313	44
NC_051833.1	40011462	40013382	CGI_GGF+CGI_TJ	1920	0.5495	0.8352	121
NC_051833.1	40016394	40017953	CGI_GGF+CGI_TJ	1559	0.6094	0.6357	92
NC_051833.1	40031256	40033508	CGI_GGF+CGI_TJ	2252	0.6541	0.6131	146
NC_051833.1	40039030	40039814	CGI_GGF+CGI_TJ	784	0.6288	0.6323	49
NC_051833.1	40040814	40042565	CGI_GGF+CGI_TJ	1751	0.8195	0.6458	186
NC_051833.1	40182853	40183435	CGI_GGF+CGI_TJ	582	0.5378	0.9463	39
NC_051833.1	40765340	40766694	CGI_GGF+CGI_TJ	1354	0.5406	0.6785	67
NC_051833.1	40834308	40835813	CGI_GGF+CGI_TJ	1505	0.5355	0.7426	79
NC_051833.1	40881382	40883269	CGI_GGF+CGI_TJ	1887	0.7001	0.6413	148
NC_051833.1	40887968	40889514	CGI_GGF+CGI_TJ	1546	0.5576	0.6247	75
NC_051833.1	40889701	40890925	CGI_GGF+CGI_TJ	1224	0.6087	0.6264	71
NC_051833.1	40895453	40898658	CGI_GGF+CGI_TJ	3205	0.6552	0.6032	197
NC_051833.1	40907915	40909009	CGI_GGF+CGI_TJ	1094	0.6618	0.6218	74
NC_051833.1	40909897	40911150	CGI_GGF+CGI_TJ	1253	0.5491	0.7942	75
NC_051833.1	40929849	40931223	CGI_GGF+CGI_TJ	1374	0.5975	0.6377	78
NC_051833.1	40984421	40986557	CGI_GGF+CGI_TJ	2136	0.6779	0.6318	155
NC_051833.1	41004741	41006651	CGI_GGF+CGI_TJ	1910	0.6623	0.6113	128
NC_051833.1	41006860	41008949	CGI_GGF+CGI_TJ	2089	0.7008	0.6238	160
NC_051833.1	41057349	41058185	CGI_GGF+CGI_TJ	836	0.5754	0.6386	44
NC_051833.1	41071778	41072347	CGI_GGF+CGI_TJ	569	0.5483	0.8214	34
NC_051833.1	41125873	41127351	CGI_GGF+CGI_TJ	1478	0.5332	0.7141	75
NC_051833.1	41133819	41134696	CGI_GGF+CGI_TJ	877	0.5359	0.6950	43
NC_051833.1	41150291	41151203	CGI_GGF+CGI_TJ	912	0.5066	0.7862	46
NC_051833.1	41172509	41173224	CGI_GGF+CGI_TJ	715	0.5441	0.7791	40
NC_051833.1	41224401	41226441	CGI_GGF+CGI_TJ	2040	0.6343	0.6206	127
NC_051833.1	41253808	41254865	CGI_GGF+CGI_TJ	1057	0.5412	0.8541	66
NC_051833.1	41354012	41355405	CGI_GGF+CGI_TJ	1393	0.5449	0.7270	75
NC_051833.1	41376707	41377759	CGI_GGF+CGI_TJ	1052	0.5875	0.6282	57
NC_051833.1	41402222	41403411	CGI_GGF+CGI_TJ	1189	0.5837	0.6079	61
NC_051833.1	41434553	41435447	CGI_GGF+CGI_TJ	894	0.5470	0.6782	45
NC_051833.1	41469679	41471051	CGI_GGF+CGI_TJ	1372	0.5211	0.7337	68
NC_051833.1	41506012	41507408	CGI_GGF+CGI_TJ	1396	0.5946	0.6489	80
NC_051833.1	41625826	41628226	CGI_GGF+CGI_TJ	2400	0.6546	0.6205	158
NC_051833.1	41628404	41630052	CGI_GGF+CGI_TJ	1648	0.5922	0.6453	93
NC_051833.1	41740360	41741367	CGI_GGF+CGI_TJ	1007	0.6077	0.6384	59
NC_051833.1	41758808	41764939	CGI_GGF+CGI_TJ	6131	0.6195	0.6492	381
NC_051833.1	41767824	41768692	CGI_GGF+CGI_TJ	868	0.5887	0.6403	48
NC_051833.1	41801103	41801772	CGI_GGF+CGI_TJ	669	0.5381	0.6326	30
NC_051833.1	42007190	42007911	CGI_GGF+CGI_TJ	721	0.6644	0.6443	50
NC_051834.1	64736	65874	CGI_GGF+CGI_TJ	1138	0.5325	0.6215	50
NC_051834.1	1079604	1080391	CGI_GGF+CGI_TJ	787	0.5476	0.6780	40
NC_051834.1	1281601	1282297	CGI_GGF+CGI_TJ	696	0.6293	0.6328	42
NC_051834.1	1282468	1283695	CGI_GGF+CGI_TJ	1227	0.6039	0.6359	71
NC_051834.1	2412086	2413466	CGI_GGF+CGI_TJ	1380	0.6833	0.6342	102
NC_051834.1	2562487	2563059	CGI_GGF+CGI_TJ	572	0.6906	0.6457	44
NC_051834.1	4744181	4745830	CGI_GGF+CGI_TJ	1649	0.5901	0.6340	91
NC_051834.1	7833286	7834086	CGI_GGF+CGI_TJ	800	0.5725	0.6417	42
NC_051834.1	8491810	8493110	CGI_GGF+CGI_TJ	1300	0.5392	0.8897	84
NC_051834.1	10142686	10143731	CGI_GGF+CGI_TJ	1045	0.5215	0.7913	56
NC_051834.1	16162259	16162970	CGI_GGF+CGI_TJ	711	0.6414	0.6443	46
NC_051834.1	18584655	18585874	CGI_GGF+CGI_TJ	1219	0.5677	0.6223	61
NC_051834.1	21832833	21834007	CGI_GGF+CGI_TJ	1174	0.5451	0.7567	66
NC_051834.1	24246898	24248611	CGI_GGF+CGI_TJ	1713	0.6030	0.6169	96
NC_051834.1	27120466	27121631	CGI_GGF+CGI_TJ	1165	0.6567	0.6120	76
NC_051834.1	28773223	28774348	CGI_GGF+CGI_TJ	1125	0.5644	0.6473	58
NC_051834.1	29026478	29027632	CGI_GGF+CGI_TJ	1154	0.5451	0.8427	69
NC_051834.1	29336772	29337385	CGI_GGF+CGI_TJ	613	0.6542	0.6413	42
NC_051834.1	31212050	31212840	CGI_GGF+CGI_TJ	790	0.5937	0.6473	45
NC_051834.1	31223000	31223778	CGI_GGF+CGI_TJ	778	0.5617	0.6060	37
NC_051834.1	31550021	31551016	CGI_GGF+CGI_TJ	995	0.5809	0.6436	54
NC_051834.1	32143390	32146539	CGI_GGF+CGI_TJ	3149	0.6164	0.6420	192
NC_051834.1	32445601	32446759	CGI_GGF+CGI_TJ	1158	0.7435	0.6443	103
NC_051834.1	33721452	33722539	CGI_GGF+CGI_TJ	1087	0.6329	0.6248	68
NC_051834.1	33741332	33742016	CGI_GGF+CGI_TJ	684	0.5687	0.6414	35
NC_051834.1	33831543	33832370	CGI_GGF+CGI_TJ	827	0.5381	0.6251	37
NC_051834.1	34030002	34031560	CGI_GGF+CGI_TJ	1558	0.6258	0.6309	96
NC_051834.1	34037269	34038118	CGI_GGF+CGI_TJ	849	0.6431	0.6386	56
NC_051834.1	34079114	34080155	CGI_GGF+CGI_TJ	1041	0.5668	0.6354	53
NC_051834.1	34143594	34144587	CGI_GGF+CGI_TJ	993	0.5428	0.6539	47
NC_051834.1	34157288	34158852	CGI_GGF+CGI_TJ	1564	0.5767	0.6079	79
NC_051834.1	34433316	34434560	CGI_GGF+CGI_TJ	1244	0.5965	0.6358	70
NC_051834.1	34463501	34464712	CGI_GGF+CGI_TJ	1211	0.6713	0.6405	87
NC_051834.1	34522678	34524644	CGI_GGF+CGI_TJ	1966	0.7482	0.6418	169
NC_051834.1	35569362	35570238	CGI_GGF+CGI_TJ	876	0.5479	0.6882	45
NC_051834.1	37353540	37355413	CGI_GGF+CGI_TJ	1873	0.6909	0.6341	141
NC_051834.1	37414875	37415945	CGI_GGF+CGI_TJ	1070	0.5402	0.6047	47
NC_051834.1	37597568	37598453	CGI_GGF+CGI_TJ	885	0.6972	0.6242	67
NC_051834.1	37722760	37724334	CGI_GGF+CGI_TJ	1574	0.6429	0.6241	92
NC_051834.1	37916163	37916935	CGI_GGF+CGI_TJ	772	0.6438	0.6252	50
NC_051834.1	38092880	38093951	CGI_GGF+CGI_TJ	1071	0.6415	0.6365	69
NC_051834.1	38269447	38270536	CGI_GGF+CGI_TJ	1089	0.6299	0.6110	66
NC_051834.1	38646518	38648762	CGI_GGF+CGI_TJ	2244	0.6310	0.6181	138
NC_051834.1	38676771	38678084	CGI_GGF+CGI_TJ	1313	0.7212	0.6447	110
NC_051834.1	38790208	38791596	CGI_GGF+CGI_TJ	1388	0.5886	0.6034	71
NC_051834.1	38806855	38807616	CGI_GGF+CGI_TJ	761	0.5624	0.6020	36
NC_051834.1	38864185	38865273	CGI_GGF+CGI_TJ	1088	0.6590	0.6090	69
NC_051834.1	38880023	38880727	CGI_GGF+CGI_TJ	704	0.5312	0.6645	33
NC_051834.1	38908529	38912008	CGI_GGF+CGI_TJ	3479	0.6220	0.6419	216
NC_051834.1	38936251	38937193	CGI_GGF+CGI_TJ	942	0.6274	0.6157	57
NC_051834.1	38989715	38990723	CGI_GGF+CGI_TJ	1008	0.6756	0.6245	71
NC_051834.1	39007020	39007729	CGI_GGF+CGI_TJ	709	0.6319	0.6369	45
NC_051834.1	39011477	39012556	CGI_GGF+CGI_TJ	1079	0.7099	0.6047	82
NC_051834.1	39014504	39015168	CGI_GGF+CGI_TJ	664	0.6928	0.6352	49
NC_051834.1	39021302	39023165	CGI_GGF+CGI_TJ	1863	0.6001	0.6407	107
NC_051834.1	39026411	39028055	CGI_GGF+CGI_TJ	1644	0.7135	0.6000	122
NC_051834.1	39043342	39044529	CGI_GGF+CGI_TJ	1187	0.5569	0.6474	59
NC_051834.1	39333112	39334263	CGI_GGF+CGI_TJ	1151	0.5334	0.7096	58
NC_051834.1	39414287	39415900	CGI_GGF+CGI_TJ	1613	0.6392	0.6325	104
NC_051834.1	39423907	39424777	CGI_GGF+CGI_TJ	870	0.6069	0.6262	50
NC_051834.1	39484306	39492296	CGI_GGF+CGI_TJ	7990	0.7046	0.6467	640
NC_051834.1	39494254	39498088	CGI_GGF+CGI_TJ	3834	0.6925	0.6382	293
NC_051834.1	39504797	39506626	CGI_GGF+CGI_TJ	1829	0.6315	0.6181	112
NC_051834.1	39510225	39510796	CGI_GGF+CGI_TJ	571	0.7075	0.6300	45
NC_051834.1	39514794	39517200	CGI_GGF+CGI_TJ	2406	0.6754	0.6495	178
NC_051834.1	39981590	39982550	CGI_GGF+CGI_TJ	960	0.5250	0.6313	41
NC_051834.1	40028128	40030146	CGI_GGF+CGI_TJ	2018	0.6596	0.6107	134
NC_051834.1	40152348	40154598	CGI_GGF+CGI_TJ	2250	0.7182	0.6445	187
NC_051834.1	40164915	40166930	CGI_GGF+CGI_TJ	2015	0.6665	0.6341	141
NC_051834.1	40170124	40171796	CGI_GGF+CGI_TJ	1672	0.6023	0.6327	95
NC_051834.1	40199405	40200368	CGI_GGF+CGI_TJ	963	0.6282	0.6001	57
NC_051835.1	58337	59181	CGI_GGF+CGI_TJ	844	0.5379	0.7044	43
NC_051835.1	86797	87478	CGI_GGF+CGI_TJ	681	0.5404	0.9053	45
NC_051835.1	2976652	2977265	CGI_GGF+CGI_TJ	613	0.6754	0.6354	44
NC_051835.1	4222013	4222726	CGI_GGF+CGI_TJ	713	0.6311	0.6479	46
NC_051835.1	5497789	5498815	CGI_GGF+CGI_TJ	1026	0.5789	0.6405	55
NC_051835.1	5656839	5657451	CGI_GGF+CGI_TJ	612	0.6748	0.6391	44
NC_051835.1	5702595	5703380	CGI_GGF+CGI_TJ	785	0.6981	0.6318	59
NC_051835.1	7324250	7325839	CGI_GGF+CGI_TJ	1589	0.5419	0.7291	84
NC_051835.1	11451001	11451585	CGI_GGF+CGI_TJ	584	0.6712	0.6258	40
NC_051835.1	13869277	13870397	CGI_GGF+CGI_TJ	1120	0.6143	0.6436	68
NC_051835.1	24147404	24149245	CGI_GGF+CGI_TJ	1841	0.5464	0.8449	116
NC_051835.1	25967501	25968063	CGI_GGF+CGI_TJ	562	0.7722	0.6457	53
NC_051835.1	26309863	26311188	CGI_GGF+CGI_TJ	1325	0.5577	0.6406	66
NC_051835.1	27872138	27873579	CGI_GGF+CGI_TJ	1441	0.6718	0.6476	105
NC_051835.1	29167907	29168947	CGI_GGF+CGI_TJ	1040	0.6904	0.6458	80
NC_051835.1	30329658	30330460	CGI_GGF+CGI_TJ	802	0.5411	0.7507	40
NC_051835.1	31185093	31185880	CGI_GGF+CGI_TJ	787	0.6455	0.6480	53
NC_051835.1	31695348	31696403	CGI_GGF+CGI_TJ	1055	0.5393	0.7978	61
NC_051835.1	31969971	31972125	CGI_GGF+CGI_TJ	2154	0.6356	0.6285	136
NC_051835.1	33226948	33227764	CGI_GGF+CGI_TJ	816	0.5895	0.6309	44
NC_051835.1	33480686	33481514	CGI_GGF+CGI_TJ	828	0.5362	0.6808	39
NC_051835.1	33674607	33675688	CGI_GGF+CGI_TJ	1081	0.5356	0.7997	62
NC_051835.1	33676088	33677165	CGI_GGF+CGI_TJ	1077	0.5729	0.6285	55
NC_051835.1	33951414	33952530	CGI_GGF+CGI_TJ	1116	0.6192	0.6389	68
NC_051835.1	34909788	34910571	CGI_GGF+CGI_TJ	783	0.6169	0.6491	48
NC_051835.1	35170760	35171713	CGI_GGF+CGI_TJ	953	0.5929	0.6346	53
NC_051835.1	35343016	35344114	CGI_GGF+CGI_TJ	1098	0.5756	0.6384	58
NC_051835.1	35355645	35356933	CGI_GGF+CGI_TJ	1288	0.5644	0.6151	63
NC_051835.1	35375576	35376295	CGI_GGF+CGI_TJ	719	0.6426	0.6468	48
NC_051835.1	35376921	35377598	CGI_GGF+CGI_TJ	677	0.5687	0.6461	35
NC_051835.1	35385020	35385803	CGI_GGF+CGI_TJ	783	0.5338	0.6940	37
NC_051835.1	35414012	35416610	CGI_GGF+CGI_TJ	2598	0.7714	0.6471	212
NC_051835.1	35444323	35445132	CGI_GGF+CGI_TJ	809	0.5921	0.6351	45
NC_051835.1	35454259	35455752	CGI_GGF+CGI_TJ	1493	0.6544	0.6069	96
NC_051835.1	35476148	35478067	CGI_GGF+CGI_TJ	1919	0.5732	0.6168	97
NC_051835.1	35480028	35480786	CGI_GGF+CGI_TJ	758	0.5528	0.6465	37
NC_051835.1	35513128	35513677	CGI_GGF+CGI_TJ	549	0.5446	0.6447	26
NC_051835.1	35531113	35532076	CGI_GGF+CGI_TJ	963	0.5358	0.6532	45
NC_051835.1	35620125	35620716	CGI_GGF+CGI_TJ	591	0.6548	0.6332	40
NC_051835.1	35636395	35637320	CGI_GGF+CGI_TJ	925	0.5968	0.6487	52
NC_051835.1	35675348	35676190	CGI_GGF+CGI_TJ	842	0.5451	0.7432	46
NC_051835.1	35694777	35697453	CGI_GGF+CGI_TJ	2676	0.5994	0.6375	153
NC_051835.1	35720133	35720801	CGI_GGF+CGI_TJ	668	0.5734	0.6449	35
NC_051835.1	35815732	35816758	CGI_GGF+CGI_TJ	1026	0.5789	0.6284	54
NC_051835.1	35821732	35823023	CGI_GGF+CGI_TJ	1291	0.6421	0.6471	86
NC_051835.1	35850942	35852752	CGI_GGF+CGI_TJ	1810	0.6155	0.6196	106
NC_051835.1	35939800	35940610	CGI_GGF+CGI_TJ	810	0.6049	0.6486	48
NC_051835.1	35972623	35974838	CGI_GGF+CGI_TJ	2215	0.6158	0.6446	135
NC_051835.1	35994286	35995239	CGI_GGF+CGI_TJ	953	0.6390	0.6065	59
NC_051835.1	36034465	36035447	CGI_GGF+CGI_TJ	982	0.6609	0.6266	67
NC_051835.1	36133331	36134183	CGI_GGF+CGI_TJ	852	0.5869	0.6285	46
NC_051835.1	36155889	36157934	CGI_GGF+CGI_TJ	2045	0.6176	0.6396	124
NC_051835.1	36182352	36184363	CGI_GGF+CGI_TJ	2011	0.6246	0.6426	126
NC_051835.1	36203732	36205534	CGI_GGF+CGI_TJ	1802	0.6254	0.6098	106
NC_051835.1	36222512	36223374	CGI_GGF+CGI_TJ	862	0.5510	0.6446	42
NC_051835.1	36229144	36232816	CGI_GGF+CGI_TJ	3672	0.5847	0.6246	196
NC_051835.1	36297244	36297855	CGI_GGF+CGI_TJ	611	0.5745	0.6150	31
NC_051835.1	36298303	36300407	CGI_GGF+CGI_TJ	2104	0.6079	0.6281	122
NC_051835.1	36397611	36398658	CGI_GGF+CGI_TJ	1047	0.5683	0.6408	54
NC_051835.1	36442361	36443057	CGI_GGF+CGI_TJ	696	0.6552	0.6444	48
NC_051835.1	36458128	36459869	CGI_GGF+CGI_TJ	1741	0.6353	0.6335	110
NC_051835.1	36489553	36491243	CGI_GGF+CGI_TJ	1690	0.5893	0.6201	91
NC_051835.1	36524781	36525798	CGI_GGF+CGI_TJ	1017	0.5457	0.7010	53
NC_051835.1	36549572	36554747	CGI_GGF+CGI_TJ	5175	0.6323	0.6458	334
NC_051835.1	36554850	36555869	CGI_GGF+CGI_TJ	1019	0.5829	0.6304	51
NC_051835.1	36577765	36578790	CGI_GGF+CGI_TJ	1025	0.5844	0.6269	51
NC_051835.1	36678080	36679433	CGI_GGF+CGI_TJ	1353	0.6068	0.6188	77
NC_051835.1	36684970	36686347	CGI_GGF+CGI_TJ	1377	0.5243	0.6907	65
NC_051835.1	36696409	36696984	CGI_GGF+CGI_TJ	575	0.5948	0.6371	32
NC_051835.1	36765436	36766155	CGI_GGF+CGI_TJ	719	0.6370	0.6319	46
NC_051835.1	36775649	36776389	CGI_GGF+CGI_TJ	740	0.7081	0.6468	60
NC_051835.1	36776553	36777839	CGI_GGF+CGI_TJ	1286	0.7045	0.6142	98
NC_051835.1	36782520	36785877	CGI_GGF+CGI_TJ	3357	0.6804	0.6065	235
NC_051835.1	36836768	36837775	CGI_GGF+CGI_TJ	1007	0.5492	0.6332	48
NC_051835.1	36841614	36842959	CGI_GGF+CGI_TJ	1345	0.5911	0.6052	71
NC_051835.1	36848074	36849424	CGI_GGF+CGI_TJ	1350	0.6304	0.6277	84
NC_051835.1	36858552	36860187	CGI_GGF+CGI_TJ	1635	0.6850	0.6100	117
NC_051835.1	36892308	36893452	CGI_GGF+CGI_TJ	1144	0.6399	0.6352	74
NC_051835.1	36896318	36897548	CGI_GGF+CGI_TJ	1230	0.6325	0.6302	77
NC_051835.1	36907866	36908870	CGI_GGF+CGI_TJ	1004	0.6434	0.6453	67
NC_051835.1	36915569	36916149	CGI_GGF+CGI_TJ	580	0.6810	0.6300	42
NC_051835.1	36926415	36928103	CGI_GGF+CGI_TJ	1688	0.6209	0.6271	102
NC_051835.1	36959468	36961088	CGI_GGF+CGI_TJ	1620	0.6265	0.6479	103
NC_051835.1	37003196	37004339	CGI_GGF+CGI_TJ	1143	0.6859	0.6357	85
NC_051835.1	37027910	37029540	CGI_GGF+CGI_TJ	1630	0.6681	0.6446	117
NC_051835.1	37048412	37050929	CGI_GGF+CGI_TJ	2517	0.7175	0.6428	208
NC_051835.1	37051278	37053329	CGI_GGF+CGI_TJ	2051	0.7040	0.6261	159
