chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051819.1	27740518	27794146	53628	convergent	LOC102154855	LOC100683898	True	False	False	False	False	True	True	True	False	True	False		False		True	False	False	0.9540557373892214	0.7566666666666667	0.9544920213977495	0.7846666666666666	0.05001672595892744	1.0	3.0413904894958175	0.42841784020996876	167332	165826	209721	11042	0.4682	0.0193	0.8807	0.6076	0.7507	0.5453	81.3
NC_051819.1	27864256	27917940	53684	convergent	LOC111090020	RASSF9	True	False	False	False	False	True	True	True	False	True	False		False		True	False	False	0.9279237464634716	0.7063333333333334	0.9566288999080658	0.7863333333333333	0.048751146792240393	1.0	3.6089828983874535	0.5921623020303186	108902	289592	85955	5459	0.4988	0.0193	0.8782	0.6058	0.593	0.519	74.0
NC_051819.1	29615719	29672503	56784	convergent	LOC111098932	LOC111098894	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.930519266601089	0.7123333333333334	0.9579319906870524	0.7883333333333333	0.04853014719189739	0.0	2.2050266480897056	0.4255720386099256	44111	2042605	586421	49328	0.5048	0.0287	0.8854	0.6076	0.323	0.4699	54.0
NC_051819.1	30913325	30967876	54551	convergent	LOC119869342	DUSP6	True	False	True	True	False	False	True	True	False	True	False		False		True	False	False	1.0886543305457936	0.9006666666666666	1.0693685722748438	0.859	0.05736073741374359	61.0	9.071864684066595	1.125885027836208	159400	2198128	27276	5775	0.3198	0.0003	0.8633	0.5931	0.734	0.5021	68.1
NC_051819.1	32255898	32317043	61145	convergent	LOC111090028	CCER1	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	0.9872513767209886	0.8046666666666666	1.0122004626234373	0.8283333333333334	0.052055450189687776	3.0	4.7101025300257024	0.6171938860301485	38530	852258	203487	9635	0.4209	0.0155	0.8742	0.6053	0.2935	0.4419	43.6
NC_051819.1	35221213	35288244	67031	convergent	LOC119869290	TMCC3	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0788191014672415	0.8973333333333333	1.127702398276329	0.879	0.05486118341479805	54.0	13.462586669942688	1.9715432317151602	20272	644666	174224	8359	0.3636	0.0007	0.8556	0.5787	0.2011	0.3999	19.1
NC_051819.1	50452875	50525877	73002	convergent	LOC119869387	LOC111098915	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0657411558373797	0.8853333333333333	1.0930740809758506	0.869	0.05353067103251931	1.0	7.974330907327211	1.216644056191611	39376	10648318	380056	14722	0.3908	0.0193	0.8657	0.5911	0.2984	0.4331	39.7
NC_051819.1	56330968	56393135	62167	convergent	LOC119867837	LOC119869360	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9512795933426821	0.7546666666666667	0.9310914066314697	0.7643333333333333	0.05033429954617155	2.0	3.4413439371497168	0.36961845926341963	87949	16520993	3461798	1571	0.4606	0.017	0.8789	0.6078	0.5161	0.4961	65.9
NC_051820.1	1623305	1690052	66747	convergent	PDIA4	LOC119869648	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.1830773483513184	0.9443333333333334	1.1267488586902619	0.8786666666666667	0.061304696438897625	50.0	14.421460694874037	1.9994585975308918	56678	145386	74231	9948	0.2636	0.001	0.8542	0.5783	0.3808	0.4156	26.7
NC_051820.1	12347409	12407429	60020	convergent	LUZP6	LOC102156014	True	False	True	False	False	False	False	True	False	False	False		False		False	False	False	1.0548196717181444	0.8743333333333333	1.1778545042832693	0.8886666666666667	0.054725822003122364	41.0	5.934386755583858	0.6146443437844621	72581	531025	1027779	3146	0.3665	0.0019	0.8706	0.6054	0.4531	0.4595	49.7
NC_051820.1	22590144	22660334	70190	convergent	DYNC2I1	VIPR2	True	True	False	False	False	False	False	False	False	False	False		False		True	False	False	1.080530788108495	0.8976666666666666	1.0921508748809496	0.869	0.05595478647233142	12.0	17.58985396649555	2.8817897333750917	239	960719	1380241	56325	0.3432	0.0089	0.8488	0.567	0.0901	0.3716	6.5
NC_051820.1	22976673	23048542	71869	convergent	LOC111090199	LOC100682550	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.029272421870412	0.8533333333333334	1.114981221294403	0.875	0.054649035922060815	1.0	5.006862865785664	0.9464781302343075	62607	1348087	1478413	14208	0.3678	0.0193	0.8733	0.5974	0.4089	0.4533	47.5
NC_051820.1	35121001	35190439	69438	convergent	LOC100686540	WRN	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0107343934486175	0.83	1.0104126830975213	0.827	0.05141305232761182	6.0	3.1392024738942927	0.33716601917621064	0	1686160	355497	7955	0.437	0.0125	0.8802	0.6079	0.0901	0.4055	22.3
NC_051820.1	37178242	37231175	52933	convergent	LOC119869555	LOC102155995	True	True	False	False	False	True	False	True	False	False	False		False		True	False	False	1.0718489874797978	0.8893333333333333	1.0672024251262346	0.859	0.05520903429383126	8.0	4.684538952255375	0.4647451773744479	0	292684	360395	8415	0.3575	0.0111	0.8743	0.6074	0.0901	0.3881	11.9
NC_051820.1	37416979	37473636	56657	convergent	PPP1R3B	ERI1	True	False	False	False	False	True	False	True	False	False	False		False		True	False	False	1.1499178225499895	0.9346666666666666	1.0684726548433303	0.859	0.06178272169835183	35.0	3.705885461177608	0.4579185402408761	79693	52085	600994	23716	0.2577	0.0027	0.8778	0.6074	0.4828	0.4457	45.1
NC_051820.1	38028250	38082724	54474	convergent	LOC111090314	LOC111090316	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0531947340091499	0.8733333333333333	1.0105194678862888	0.8273333333333334	0.05403569009204228	3.0	7.65998592467731	0.8863186500891436	144513	558070	515911	908	0.3798	0.0155	0.8664	0.599	0.6989	0.5119	71.6
NC_051820.1	46125770	46187174	61404	convergent	LOC119869631	LOC100682827	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	0.9886844955062623	0.8056666666666666	0.9843844843546549	0.812	0.05207407003002022	1.0	4.810066172258166	0.7826452126397587	218528	5941766	177187	5684	0.4205	0.0193	0.8739	0.6016	0.8333	0.5497	82.6
NC_051820.1	46199665	46254098	54433	convergent	LOC119869583	LOC119869626	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	0.9525478539190536	0.756	0.9598725583632788	0.789	0.05013427132543252	1.0	4.508394257064672	0.7762354743773487	148119	6012175	106778	11698	0.4653	0.0193	0.8749	0.6018	0.7088	0.534	77.0
NC_051820.1	49468828	49528532	59704	convergent	LOC119869512	LOC102156721	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.007452084278431	0.8263333333333334	1.0095091981252036	0.827	0.05234185369693862	1.0	12.26594695754089	1.6921161258684587	151320	9283974	1149894	24469	0.4146	0.0193	0.8577	0.5826	0.716	0.518	73.8
NC_051820.1	51445768	51508808	63040	convergent	LOC119874730	LOC119874609	False	False	False	False	False	False	False	False	False	False	False	23.68	False	5.761419999999999	False	False	False	0.9479633845199789	0.746	0.9737389323790868	0.8043333333333333	0.04978225289374376	0.0	3.4144868433395223	0.4839587720307639	52288	11262582	3128502	705279	0.4733	0.0287	0.879	0.6072	0.3619	0.47	54.2
NC_051820.1	54629014	54692819	63805	convergent	AGA	NEIL3	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0316654270689174	0.8556666666666667	1.0293354985872905	0.839	0.053475702317117305	1.0	16.69070707765276	2.1439635485622737	139084	14446210	535013	11183	0.3918	0.0193	0.8506	0.5764	0.6865	0.5049	68.5
NC_051821.1	4818014	4875944	57930	convergent	LOC111090412	LOC102151619	True	False	False	False	False	False	False	False	False	False	False	33.22	False	6.178679999999999	True	False	False	1.0511010509604888	0.8713333333333333	1.0770449641545614	0.8613333333333333	0.05488052591385669	13.0	6.2228605223947975	0.7070071331499863	96979	2403959	1164570	72039	0.3633	0.0084	0.8699	0.6034	0.5502	0.4791	57.9
NC_051821.1	11891971	11964254	72283	convergent	LOC102157135	LOC111090504	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1041945444766235	0.912	1.0789369898875556	0.8616666666666667	0.056309436408178655	1.0	17.58483008875482	2.813451976845931	303112	1315736	73661	15126	0.3372	0.0193	0.8489	0.5679	0.9097	0.5366	78.3
NC_051821.1	12278057	12338750	60693	convergent	LOC102157261	CYRIA	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0888033924580776	0.9006666666666666	1.1383654850641887	0.8813333333333333	0.05547319497162638	7.0	5.637968062146829	0.9737538902393172	0	935445	453952	23097	0.3526	0.0117	0.8714	0.5967	0.0901	0.3845	10.2
NC_051821.1	15968485	16030074	61589	convergent	LOC111090394	APOB	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1054172660933013	0.9133333333333333	1.1201851608514783	0.877	0.05548195235126625	0.0	9.243017777386255	1.4457498957162278	50721	2755411	407273	15746	0.3524	0.0287	0.863	0.5866	0.3524	0.4366	40.8
NC_051821.1	17141980	17213143	71163	convergent	LOC111090524	LOC119881779	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9287433970433455	0.708	0.9240467645168304	0.7566666666666667	0.04872490952700275	1.0	2.3612707327389693	0.3851836889322305	102561	2673592	1553109	13790	0.4995	0.0193	0.8844	0.6078	0.5721	0.5166	73.1
NC_051821.1	19088682	19138909	50227	convergent	LOC111090423	LOC111090532	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0268652190811225	0.8513333333333334	0.9979250727017719	0.8196666666666667	0.05295038850816118	6.0	5.723576021803078	0.68499800526302	38795	737358	376925	14673	0.4022	0.0125	0.8711	0.6039	0.2936	0.4367	41.0
NC_051821.1	25527391	25580014	52623	convergent	LOC119869680	SRD5A2	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0253273735472634	0.8496666666666667	0.9987525825182596	0.8203333333333334	0.05269094843603518	21.0	2.648049041859689	0.5831906985309019	0	3741376	871948	2857	0.408	0.0057	0.8827	0.6059	0.0901	0.3985	17.8
NC_051821.1	34751027	34802687	51660	convergent	LOC102151793	KCNG3	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0523911274130198	0.873	1.0772124189138412	0.8613333333333333	0.05397735307562088	18.0	7.68096400140389	1.1304965177693325	1857	4700748	74190	6477	0.3813	0.0066	0.8663	0.593	0.0959	0.3886	12.1
NC_051821.1	51685511	51738942	53431	convergent	LOC119869763	LOC111090442	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1861977965463493	0.947	1.2836489281773567	0.903	0.06127371777410499	13.0	9.092167321300401	1.6809932095564994	237226	579368	1213512	9778	0.2639	0.0084	0.8633	0.5828	0.8556	0.5148	72.5
NC_051821.1	52870289	52932765	62476	convergent	LOC111090443	LOC119864061	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0275331711988915	0.8523333333333334	1.0588637437502544	0.8546666666666667	0.05299807889163805	7.0	3.3375930996822376	0.48849861327632105	23473	609910	91523	6958	0.4013	0.0117	0.8793	0.6072	0.217	0.4233	34.7
NC_051821.1	52940905	52993050	52145	convergent	LOC102154674	TRIM33	True	True	False	True	False	False	True	True	False	False	False		False		False	False	False	1.0375158980056796	0.861	1.1719857472578683	0.8873333333333333	0.05457257937685078	35.0	6.959537985984655	1.1120104051648292	0	675360	26073	8035	0.3696	0.0027	0.868	0.5934	0.0901	0.3848	10.8
NC_051821.1	53716583	53781749	65166	convergent	LOC100688064	NGF	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.0297105777469622	0.8536666666666667	0.9905103062550227	0.8156666666666667	0.05230236414825558	1.0	4.339553310952619	0.9099808127891416	24166	1457549	32583	13081	0.4158	0.0193	0.8754	0.5984	0.2223	0.4262	35.8
NC_051821.1	55900409	55960106	59697	convergent	LOC111090684	LOC100688781	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.078920432110936	0.8973333333333333	1.0894590369701385	0.8666666666666667	0.05532381205391476	7.0	7.2167735785256095	1.005056668694612	155257	3638640	78027	4573	0.3554	0.0117	0.8673	0.596	0.7249	0.5111	71.1
NC_051821.1	57904516	57954590	50074	convergent	LOC102154106	LOC111090694	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1276401702702314	0.925	1.1149508192420006	0.875	0.05903917037412734	9.0	5.482375851407725	0.854451314590759	404553	5637936	29110	4073	0.2935	0.0105	0.8718	0.5998	0.9535	0.5458	81.6
NC_051821.1	62647649	62699011	51362	convergent	LOC119864001	LOC119878526	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.1828077606061023	0.11966666666666667	0.0933019794344902	0.157	0.005068965658804475	0.0	1.161677874621289	0.05965450354669936	173330	10381713	628322	7652	0.9636	0.0287	0.896	0.608	0.7627	0.6518	98.7
NC_051821.1	62708801	62760445	51644	convergent	LOC119878525	LOC119877138	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.16589293588978407	0.10166666666666667	0.015960278613368673	0.056	0.004455811950229452	0.0	1.0286554043911798	0.08147428693811447	234623	10443006	689615	7680	0.9638	0.0287	0.8985	0.608	0.8522	0.6702	99.8
NC_051822.1	7159763	7220802	61039	convergent	LOC111090865	LOC102151924	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	0.9523528715422284	0.7553333333333333	0.9491115549127263	0.78	0.049898519655523436	1.0	2.895145982176933	0.33260216018857935	34718	19068196	74877	8671	0.4707	0.0193	0.8814	0.6079	0.2733	0.4505	46.0
NC_051822.1	11006057	11065538	59481	convergent	VPS41	LOC119864320	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0429501866038104	0.8666666666666667	1.0934919971704482	0.8693333333333333	0.052977088006526674	2.0	17.94046938540062	2.3431642403113364	0	15222681	1253661	25376	0.4017	0.017	0.8485	0.5739	0.0901	0.3862	11.3
NC_051822.1	12195480	12258671	63191	convergent	LOC100683828	EPDR1	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	0.9730654303146302	0.7893333333333333	0.9186083015322686	0.75	0.050830760431165294	2.0	6.330178526815784	1.033216088031371	77075	14031403	62383	19828	0.4497	0.017	0.8696	0.5953	0.4746	0.4812	58.8
NC_051822.1	18243340	18307563	64223	convergent	PHTF2	MAGI2	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0197831159975217	0.8416666666666667	0.9866588301340738	0.8133333333333334	0.05273217911081293	0.0	12.566717687644788	1.5770991922815747	0	7983027	263457	13364	0.4068	0.0287	0.857	0.5844	0.0901	0.3934	14.3
NC_051822.1	23806419	23872683	66264	convergent	LOC111090917	SEMA3A	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	0.9218326154235019	0.6976666666666667	0.9593077324549358	0.789	0.04827111689913928	1.0	6.736133722419217	0.9746913547767195	64551	2418927	33132	30863	0.5118	0.0193	0.8685	0.5967	0.4176	0.4828	59.9
NC_051822.1	30797965	30858164	60199	convergent	LOC111091010	LOC100682696	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	0.7462508514458075	0.6066666666666667	0.7269306817094485	0.654	0.037304308753188214	1.0	2.5723647795236855	0.36502102914983936	3064	2772946	1453487	3837	0.7696	0.0193	0.8831	0.6078	0.1074	0.4775	57.0
NC_051822.1	36175607	36236940	61333	convergent	LOC111090814	LOC119864218	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0658531680498513	0.8856666666666667	1.1039936541279158	0.8726666666666667	0.05419323916925337	3.0	8.986788695068855	1.4592362554170297	81273	2605240	41620	10953	0.3769	0.0155	0.8635	0.5864	0.4911	0.4667	52.3
NC_051822.1	37530345	37599747	69402	convergent	MPPED2	ARL14EP	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.0075047357935953	0.8263333333333334	0.9426903276364009	0.7746666666666666	0.05193307411103512	51.0	6.815713877733861	0.699591820835562	0	1660380	34701	19292	0.4239	0.0009	0.8683	0.6036	0.0901	0.3974	16.9
NC_051822.1	37625161	37675210	50049	convergent	LOC111090955	OR10V5	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	0.973042244825352	0.7893333333333333	0.9332342828114828	0.766	0.050935490828331764	8.0	4.065042017850727	0.5645152025244972	75185	1575241	119840	6177	0.4472	0.0111	0.8764	0.6062	0.4662	0.4814	59.0
NC_051822.1	55169332	55241058	71726	convergent	AHNAK	SCGB1A1	True	False	True	True	False	False	True	True	False	True	False		False		True	False	False	1.2981583878522176	0.975	1.2191979482491813	0.896	0.06787478329068303	54.0	10.357343341522329	1.6279126155560457	80195	1882892	35863	10203	0.1945	0.0007	0.8609	0.5836	0.487	0.4253	35.6
NC_051822.1	55656583	55708852	52269	convergent	LOC100856625	LOC111091015	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.2461944875126192	0.9643333333333334	1.0921333429495492	0.869	0.0672698211560677	43.0	6.87486382209003	0.8052246650456858	67283	2360414	50077	4023	0.1996	0.0017	0.8682	0.6011	0.4309	0.4203	32.1
NC_051823.1	15192889	15259450	66561	convergent	LOC119864516	FAT4	True	False	False	True	False	False	True	False	False	True	False		False		False	False	False	0.9034604790982241	0.6703333333333333	0.8303570360541344	0.698	0.04746878018764355	1.0	3.794884317524331	0.7104676727781057	76169	1491726	33281	265551	0.5303	0.0193	0.8774	0.6034	0.4703	0.5002	67.9
NC_051823.1	22718008	22788982	70974	convergent	NA	LOC111091051	True	True	True	False	False	False	False	True	False	False	False		False		False	False	False	1.662684196178938	0.9966666666666667	3.7511860727667816	0.995	0.07927289096929922	76.0	5.641782279530027	1.0321796569373352	3495	9019052	1327208	101	0.1171	0.0	0.8714	0.5953	0.1074	0.3382	1.3
NC_051823.1	32708863	32761746	52883	convergent	NA	LOC100683928	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0386760338856955	0.8623333333333333	1.0344014580170313	0.843	0.05288806957119804	0.0	4.0049328492992435	0.6644551991698991	235304	7146649	672115	100	0.4034	0.0287	0.8766	0.6044	0.8533	0.5533	83.5
NC_051823.1	40699370	40753962	54592	convergent	LOC119864393	LOC119864525	False	False	False	False	False	False	False	False	False	False	False	45.71	False	3.31068	False	False	False	0.9774315351982072	0.793	1.0065756909132004	0.8253333333333334	0.05077759996167558	0.0	3.2772149915777558	0.35900905109077597	101666	844692	530211	106276	0.4507	0.0287	0.8796	0.6078	0.5686	0.5071	70.1
NC_051823.1	42150441	42214374	63933	convergent	LOC119864487	LOC119864518	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9850374123380862	0.8016666666666666	0.9543568315347034	0.7846666666666666	0.05074084042820365	33.0	2.1198013618801923	0.25944155787844836	232407	2300433	1863467	12142	0.4516	0.003	0.886	0.6079	0.85	0.5597	86.6
NC_051823.1	43660794	43734482	73688	convergent	LOC119864395	LOC119864396	False	False	False	False	False	False	False	False	False	False	False	26.7	False	4.45736	False	False	False	0.9344773230408845	0.716	0.9489875885844231	0.78	0.04986460762225089	1.0	2.5014340006532505	0.41575164860466796	72638	3815664	348236	71379	0.4716	0.0193	0.8835	0.6077	0.4531	0.4871	61.4
NC_051823.1	46607767	46663039	55272	convergent	KYNU	LOC111091185	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.108765053477043	0.914	0.998501526260376	0.8203333333333334	0.059322327598458506	35.0	3.987755044811512	0.3851542146460257	35403	6753429	758879	2649	0.2892	0.0027	0.8767	0.6078	0.2784	0.411	25.2
NC_051823.1	50766576	50830568	63992	convergent	LOC111091082	LOC111091197	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9907404633121163	0.8083333333333333	1.0061597618341447	0.8253333333333334	0.05233465803032414	1.0	7.5055009418400545	1.1485460658612014	101428	10916598	2553781	3914	0.4149	0.0193	0.8667	0.5926	0.5686	0.4924	63.8
NC_051823.1	51746959	51816629	69670	convergent	LOC111091200	LOC119864405	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1324809020446547	0.9273333333333333	1.1312181926727294	0.8796666666666667	0.05914673810341467	23.0	21.92419149712504	2.7741929068499034	56794	11899820	1570559	13105	0.2916	0.0051	0.8438	0.5684	0.3808	0.4179	29.3
NC_051823.1	53515801	53574039	58238	convergent	LOC119864407	LOC119864408	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	0.9915693571523948	0.8106666666666666	0.972948748787244	0.803	0.05179366004285925	0.0	14.76293926572017	2.0029710791246207	30080	13662946	172424	27951	0.4271	0.0287	0.8538	0.5782	0.2528	0.4281	37.1
NC_051823.1	53669125	53730654	61529	convergent	LOC100687327	LOC119864410	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0118723780926981	0.8323333333333334	1.027492245864868	0.838	0.05197498601987319	1.0	12.713921443669223	1.925552869824448	99889	13817915	327393	16343	0.4231	0.0193	0.8567	0.5793	0.5616	0.488	62.0
NC_051824.1	4223236	4289981	66745	convergent	LOC100683648	CHCHD4	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	0.9461062747583731	0.7403333333333333	0.9288501305262247	0.7616666666666667	0.048232546398698437	70.0	3.0691605157307507	0.48567095022590484	0	3741862	93658	2304	0.5127	0.0	0.8805	0.6072	0.0901	0.4181	29.5
NC_051824.1	11749774	11807289	57515	convergent	LOC100685632	LOC111091252	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9654355858508725	0.7786666666666666	0.967364569067955	0.798	0.050662580079026964	1.0	2.8304511447478067	0.37433706830986213	28531	3780039	3537964	29272	0.4536	0.0193	0.8817	0.6078	0.2427	0.441	43.0
NC_051824.1	12427622	12487484	59862	convergent	LOC111091257	EDEM1	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0908613770872595	0.903	1.0609695180734	0.8563333333333333	0.05716857338828076	16.0	5.31156525035808	0.7598823959171501	42447	4459061	4216986	15216	0.323	0.0073	0.8723	0.6022	0.3132	0.4236	34.9
NC_051824.1	13377340	13441692	64352	convergent	LOC476550	LOC100686411	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9466836047907601	0.741	0.9186639606873194	0.7503333333333333	0.04989913133218929	1.0	2.1037118655761176	0.26108803249111723	109516	5411024	3404166	7432	0.4707	0.0193	0.8861	0.6079	0.5964	0.5161	72.9
NC_051824.1	17040502	17103820	63318	convergent	LOC102154165	LOC119864650	True	True	False	False	False	False	True	True	False	True	False		False		False	False	False	0.9500694968102786	0.7526666666666667	0.9536769010106724	0.7833333333333333	0.04921040933153283	1.0	3.193257119018253	0.4945292693867709	2839	9073669	63184	5458	0.4873	0.0193	0.88	0.6071	0.1016	0.4191	30.4
NC_051824.1	19442546	19500025	57479	convergent	SHQ1	LOC102154862	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1684399397887804	0.941	1.1442164974689484	0.882	0.06094690180729353	28.0	8.295027643741196	1.623650519701696	3715	11472793	1000823	11927	0.2678	0.004	0.865	0.5836	0.1074	0.3656	4.6
NC_051824.1	21700981	21759122	58141	convergent	MDFIC2	LOC119864576	True	False	False	False	False	False	True	False	False	False	False		False		False	False	False	0.9579366408518929	0.7643333333333333	0.9315541153033575	0.7646666666666667	0.049813773546833674	1.0	4.34695218758403	0.7034740362924501	94949	13731559	153260	107355	0.4727	0.0193	0.8754	0.6035	0.5426	0.5027	68.3
NC_051824.1	24572625	24634330	61705	convergent	LOC102157163	LOC111091281	True	True	False	False	False	False	False	False	False	True	False		False		True	False	False	0.9562043175165273	0.7616666666666667	0.9806217556873956	0.8106666666666666	0.04937219458193941	1.0	2.6149006362000864	0.38750712166947765	3477	13208504	345270	54159	0.4832	0.0193	0.8829	0.6078	0.1074	0.4201	31.5
NC_051824.1	32811725	32865996	54271	convergent	LOC111091305	SLMAP	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1916350555187964	0.9496666666666667	1.2652767031828562	0.901	0.062311437991950526	14.0	14.23046867684124	2.0016423525289566	11140	4973121	471846	4910	0.2512	0.008	0.8545	0.5783	0.1534	0.3691	5.6
NC_051825.1	1063011	1131564	68553	convergent	LOC111091473	LOC606831	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9172114745436071	0.6876666666666666	0.8986496321558952	0.7333333333333333	0.048965190625783014	2.0	4.654442564250152	0.6943654873523528	77713	5367498	380045	16346	0.4925	0.017	0.8744	0.6037	0.4747	0.4925	64.0
NC_051825.1	11676400	11742674	66274	convergent	GRM5	LOC119864956	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9719395908041784	0.7883333333333333	0.9307335515340169	0.7636666666666667	0.050743653654861526	20.0	4.210853656392963	0.4897610927061527	84537	5244731	2267972	4908	0.4516	0.0059	0.8758	0.6072	0.5036	0.4888	62.5
NC_051825.1	15952393	16002786	50393	convergent	DLG2	LOC100686619	True	True	False	True	False	False	True	True	False	True	False		False		False	False	False	0.9562782274990628	0.7616666666666667	0.9137259791334469	0.746	0.04949805050819642	1.0	5.199787779877777	0.6830004382954402	22411	3761275	25196	46491	0.4802	0.0193	0.8727	0.604	0.2117	0.4376	42.1
NC_051825.1	38848629	38901890	53261	convergent	LOC102152988	CRSP-2	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	0.9323671873910858	0.7143333333333334	0.9166072907527286	0.7486666666666667	0.048503884225775076	1.0	3.036757622752784	0.8161386883096586	299741	4352939	133670	2685	0.5054	0.0193	0.8807	0.6008	0.9073	0.5827	93.7
NC_051825.1	48906661	48959809	53148	convergent	BBOX1	LOC111091586	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0145758947804306	0.8333333333333334	0.9790391547203064	0.8096666666666666	0.051812080670207844	1.0	15.295504326843906	2.1298070289979223	291765	2992202	402557	11327	0.4268	0.0193	0.8531	0.5766	0.9019	0.5555	84.6
NC_051825.1	51990876	52054339	63463	convergent	LOC119864909	LOC119864867	True	False	False	False	False	True	False	True	False	False	False		False		True	True	False	0.48577912667052486	0.4706666666666667	0.2023135300775369	0.272	0.01967794705052371	5.0	5.334521409778999	0.65962826445628	297607	97145	2635643	26437	0.9492	0.0133	0.8723	0.6045	0.9059	0.669	99.6
NC_051826.1	1416239	1480570	64331	convergent	LOC111091743	LOC111091793	True	False	False	False	False	False	False	False	False	False	False	39.29	False	4.48116	True	False	False	0.987371165028247	0.805	1.071479385383924	0.859	0.0509369957108436	5.0	14.507169983542596	1.3082889898620742	98404	386118	418913	61550	0.4472	0.0133	0.8541	0.5892	0.5577	0.4923	63.6
NC_051826.1	5334971	5405776	70805	convergent	ZC3H13	LOC111091811	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.0490335592859794	0.8703333333333333	1.082475257237752	0.8623333333333333	0.053794617061644956	1.0	16.774698070383522	2.017511182139711	0	857152	35402	32594	0.3854	0.0193	0.8504	0.5781	0.0901	0.3847	10.6
NC_051826.1	10143251	10217071	73820	convergent	LOC111091828	LOC100685259	True	False	False	False	False	True	False	False	False	False	False		False		False	False	False	1.0418428342365846	0.8653333333333333	1.0789185449123382	0.8616666666666667	0.05373153635857067	5.0	5.816935901412891	1.278957518625133	80161	120131	3907823	52861	0.3867	0.0133	0.8709	0.5898	0.487	0.4695	53.6
