chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_5prime_clearance	gene_dense_clearance_old_bodydist	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051819.1	20314140	20377667	63527	convergent	LOC119869464	LOC119869379	True	False	False	False	False	False	True	False	False	False	False		False		True	True	False	0.9472477555648858	0.304	0.934672053873539	0.24933333333333332	0.049399029541731795	1.0	3.4002845804152417	19.754498423952043	95903	7255581	109665	77902	26375	0.8037	0.5053	0.6937	0.162	0.5464	0.5422	71.8
NC_051819.1	23412529	23465999	53470	convergent	MYF5	LIN7A	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9756207117942175	0.42033333333333334	0.9753290304027498	0.436	0.051947266414012906	1.0	3.7819853126835508	17.922508965367857	239264	4162220	871080	2393	8007	0.5053	0.5053	0.6363	0.299	0.8576	0.5607	75.5
NC_051819.1	27740518	27794146	53628	convergent	LOC102154855	LOC100683898	True	False	False	False	False	True	True	False	False	True	False		False		True	True	False	0.9434866585732706	0.2843333333333333	0.9570094704657793	0.3486666666666667	0.049538935936975274	1.0	2.879838834292956	18.094495577471598	167332	165826	209721	151397	11042	0.7833	0.5053	0.7917	0.2817	0.7507	0.6225	85.0
NC_051819.1	27864256	27917940	53684	convergent	LOC111090020	RASSF9	True	False	False	False	False	True	True	True	False	True	False		False		True	True	False	0.9275881823255838	0.205	0.9502066626489163	0.32233333333333336	0.04897200163756105	1.0	3.8064788008009782	20.231281222719133	108902	289592	85955	27603	5459	0.8557	0.5053	0.6337	0.1367	0.593	0.5449	72.9
NC_051819.1	29615719	29672503	56784	convergent	LOC111098932	LOC111098894	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9298701667095379	0.219	0.9660173814877868	0.395	0.048438090090072244	0.0	2.2538723912699923	19.567267723083496	44111	2042605	586421	147670	49328	0.9133	0.885	0.9033	0.1777	0.323	0.6405	88.5
NC_051819.1	30913325	30967876	54551	convergent	LOC119869342	DUSP6	True	False	True	True	False	False	True	True	False	True	False		False		True	False	False	1.1162758351368802	0.7696666666666667	1.0576406482979654	0.6733333333333333	0.059737815810034435	50.0	9.321762157057744	14.426647819970784	159400	2198128	27276	4573	5775	0.2027	0.1033	0.2227	0.6277	0.734	0.3781	35.6
NC_051819.1	32255898	32317043	61145	convergent	LOC111090028	CCER1	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9837633388958185	0.45266666666666666	1.0065674738585948	0.5446666666666666	0.05220740676873816	1.0	4.319699676012075	22.02358255666845	38530	852258	203487	1935	9635	0.4877	0.5053	0.5597	0.063	0.2935	0.3818	36.4
NC_051819.1	35221213	35288244	67031	convergent	LOC119869290	TMCC3	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0805794426775124	0.71	1.1305645598351954	0.7803333333333333	0.05677709698228402	14.0	13.29294562675904	16.074677408102787	20272	644666	174224	16277	8359	0.274	0.304	0.1363	0.473	0.2011	0.2777	9.8
NC_051819.1	50452875	50525877	73002	convergent	LOC119869387	LOC111098915	True	False	False	False	False	False	False	False	False	False	False		False		True	False	False	1.0656692220405801	0.6843333333333333	1.090132756587863	0.7256666666666667	0.0534451799966833	1.0	7.831801630327765	18.871532668349563	39376	10648318	380056	74132	14722	0.4113	0.5053	0.285	0.2237	0.2984	0.3448	25.4
NC_051819.1	56330968	56393135	62167	convergent	LOC119867837	LOC119869360	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9493511286087252	0.31466666666666665	0.9312642507761717	0.22933333333333333	0.050231917303072963	2.0	3.035726249174842	15.438039370945521	87949	16520993	3461798	1571	1571	0.6867	0.4627	0.7593	0.5357	0.5161	0.5921	79.0
NC_051820.1	1623305	1690052	66747	convergent	PDIA4	LOC119869648	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.1923264403492295	0.8506666666666667	1.123683639461547	0.7713333333333333	0.06221890901095393	50.0	14.36941770688446	13.325147946107956	56678	145386	74231	10391	9948	0.1553	0.1033	0.1207	0.7283	0.3808	0.2977	13.0
NC_051820.1	12347409	12407429	60020	convergent	LUZP6	LOC102156014	True	False	True	False	False	False	False	True	False	False	False		False		False	False	False	1.0788688241568993	0.7073333333333334	1.1754273264944552	0.8256666666666667	0.06232852481354134	41.0	5.616871565431406	14.86932118733724	72581	531025	1027779	3007	3146	0.153	0.147	0.4117	0.587	0.4531	0.3504	26.9
NC_051820.1	22590144	22660334	70190	convergent	DYNC2I1	VIPR2	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0898329938359455	0.73	1.1013206878706814	0.7416666666666667	0.05733223082190701	12.0	17.07538141282404	17.229679284951626	239	960719	1380241	48631	56325	0.2603	0.3233	0.0943	0.3577	0.0901	0.2252	2.4
NC_051820.1	22976673	23048542	71869	convergent	LOC111090199	LOC100682550	False	False	False	False	False	False	False	False	False	False	False		False		False	False	False	1.0322754230453355	0.6026666666666667	1.1204873326271771	0.7673333333333333	0.05508197190778691	1.0	5.498873184452084	20.91540060383933	62607	1348087	1478413	142295	14208	0.333	0.5053	0.4267	0.1043	0.4089	0.3556	27.5
NC_051820.1	35121001	35190439	69438	convergent	LOC100686540	WRN	True	True	False	False	False	False	False	False	False	False	False		False		True	True	False	1.0132241553957622	0.5476666666666666	1.009036918003112	0.5546666666666666	0.05188664886553717	6.0	3.511484883588945	11.249149338765578	0	1686160	355497	140118	7955	0.512	0.388	0.6753	0.8707	0.0901	0.5072	65.5
NC_051820.1	37178242	37231175	52933	convergent	LOC119869555	LOC102155995	True	True	False	False	False	True	False	False	False	False	False		False		True	False	False	1.0560653198316097	0.666	1.084613045888394	0.718	0.05477695101068441	8.0	4.298020877535095	13.7785225203543	0	292684	360395	110771	8415	0.35	0.3613	0.5613	0.691	0.0901	0.4108	44.0
NC_051820.1	37416979	37473636	56657	convergent	PPP1R3B	ERI1	True	False	False	False	False	True	False	True	False	False	False		False		True	False	False	1.1221353673260799	0.7773333333333333	1.071816222718358	0.6986666666666667	0.060205125033829535	25.0	3.360869567746938	17.507668142733365	79693	52085	600994	12225	23716	0.1917	0.2273	0.7003	0.3347	0.4828	0.3874	38.2
NC_051820.1	38028250	38082724	54474	convergent	LOC111090314	LOC111090316	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0267870618574033	0.5816666666666667	1.0276349914453924	0.6116666666666667	0.05291987769831297	3.0	7.404812093864223	14.470030130878571	144513	558070	515911	908	908	0.4427	0.4403	0.302	0.6213	0.6989	0.501	64.0
NC_051820.1	46125770	46187174	61404	convergent	LOC119869631	LOC100682827	True	False	False	False	False	False	True	False	False	True	False		False		True	True	False	0.9801848474364604	0.43633333333333335	0.9772295291393995	0.442	0.05179366581560712	1.0	4.894138421540804	22.082651019096375	218528	5941766	177187	146485	5684	0.5193	0.5053	0.489	0.0603	0.8333	0.4815	60.7
NC_051820.1	46199665	46254098	54433	convergent	LOC119869583	LOC119869626	True	False	False	False	False	False	True	False	False	True	False		False		False	True	False	0.9544199687891192	0.33866666666666667	0.955844617793709	0.3436666666666667	0.050381299875591104	1.0	4.430177767894831	20.538391625881196	148119	6012175	106778	79561	11698	0.6697	0.5053	0.5457	0.121	0.7088	0.5101	65.9
NC_051820.1	49468828	49528532	59704	convergent	LOC119869512	LOC102156721	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.012783648061094	0.5466666666666666	1.007019861906767	0.5483333333333333	0.052716451706637336	1.0	11.51435349496491	17.638238542730157	151320	9283974	1149894	4144	24469	0.4503	0.5053	0.171	0.3227	0.716	0.4331	49.9
NC_051820.1	51445768	51508808	63040	convergent	LOC119874730	LOC119874609	True	False	False	False	False	False	False	False	False	False	False	23.68	False	5.761419999999999	False	True	False	0.9490909438440812	0.31333333333333335	0.9829902223840356	0.464	0.04961299678596994	0.0	3.1696269354844455	19.164617753797963	52288	11262582	3128502	1175659	705279	0.7713	0.885	0.7353	0.2007	0.3619	0.5908	78.7
NC_051820.1	54629014	54692819	63805	convergent	AGA	NEIL3	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0228403583473755	0.5723333333333334	1.0271224705927073	0.6096666666666667	0.053259020803929406	1.0	17.161205220527012	14.330729998535846	139084	14446210	535013	10957	11183	0.4223	0.5053	0.0937	0.6377	0.6865	0.4691	57.5
NC_051821.1	4818014	4875944	57930	convergent	LOC111090412	LOC102151619	True	False	False	False	False	False	False	False	False	False	False	33.22	False	6.178679999999999	True	False	False	1.0654928284076834	0.6843333333333333	1.045443140603602	0.6523333333333333	0.05543276582692046	13.0	6.092579942199823	14.75981891155243	96979	2403959	1164570	193302	72039	0.3193	0.3137	0.376	0.5947	0.5502	0.4308	49.2
NC_051821.1	11891971	11964254	72283	convergent	LOC102157135	LOC111090504	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1027541700122088	0.7463333333333333	1.0872201818034053	0.7233333333333334	0.056627042953764306	1.0	17.869255599586637	17.134340783611673	303112	1315736	73661	43628	15126	0.278	0.5053	0.0857	0.368	0.9097	0.4293	47.9
NC_051821.1	12278057	12338750	60693	convergent	LOC102157261	CYRIA	True	True	False	False	False	False	False	False	False	False	False		False		True	False	False	1.0900008627108502	0.7303333333333333	1.145063241046667	0.7973333333333333	0.05529333152623421	7.0	5.506041409248767	15.91289527022212	0	935445	453952	103481	23097	0.325	0.3723	0.4263	0.4907	0.0901	0.3409	24.7
NC_051821.1	15968485	16030074	61589	convergent	LOC111090394	APOB	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1044758209054493	0.75	1.1200247287511826	0.7663333333333333	0.055277394066740766	0.0	9.358879717344486	18.92340038826591	50721	2755411	407273	37331	15746	0.3257	0.885	0.2213	0.2213	0.3524	0.4012	42.3
NC_051821.1	17141980	17213143	71163	convergent	LOC111090524	LOC119881779	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9265472875959868	0.20066666666666666	0.9327688155174255	0.23866666666666667	0.04883503414844559	1.0	2.3090658783820524	18.083692704477617	102561	2673592	1553109	902155	13790	0.8707	0.5053	0.8943	0.2833	0.5721	0.6252	85.2
NC_051821.1	19088682	19138909	50227	convergent	LOC111090423	LOC111090532	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9786716398645834	0.43166666666666664	1.0027058947235346	0.5353333333333333	0.05153156135439849	6.0	5.759158417276045	14.731355827908184	38795	737358	376925	57720	14673	0.545	0.388	0.3993	0.5977	0.2936	0.4447	52.1
NC_051821.1	25527391	25580014	52623	convergent	LOC119869680	SRD5A2	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	1.0183037304765308	0.5606666666666666	1.002921439550817	0.5356666666666666	0.05334323189501002	21.0	2.3960955110399182	26.321785926818848	0	3741376	871948	2857	2857	0.4173	0.2543	0.881	0.007	0.0901	0.33	20.4
NC_051821.1	34751027	34802687	51660	convergent	LOC102151793	KCNG3	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0527275188234348	0.6546666666666666	1.1149009521111846	0.761	0.054009135768299646	18.0	7.44918162733651	17.150251366541937	1857	4700748	74190	6477	6477	0.381	0.2737	0.2997	0.366	0.0959	0.2832	10.8
NC_051821.1	51685511	51738942	53431	convergent	LOC119869763	LOC111090442	True	False	False	False	False	False	False	False	False	False	False		False		True	False	False	1.2091635232565232	0.8643333333333333	1.2792964533388616	0.896	0.06315961529693434	13.0	10.390524668441072	19.58061561044657	237226	579368	1213512	183655	9778	0.139	0.3137	0.1903	0.1767	0.8556	0.3351	22.6
NC_051821.1	52870289	52932765	62476	convergent	LOC111090443	LOC119864061	True	True	False	False	False	False	True	False	False	False	False		False		False	False	False	1.033528411511564	0.6056666666666667	1.0592163004487753	0.6776666666666666	0.05331490098936211	7.0	3.6648896571058676	18.375971658809764	23473	609910	91523	79160	6958	0.419	0.3723	0.6527	0.2603	0.217	0.3843	36.9
NC_051821.1	52940905	52993050	52145	convergent	LOC102154674	TRIM33	True	True	False	True	False	False	True	False	False	False	False		False		False	False	False	1.0307028937564393	0.5963333333333334	1.201197195610404	0.845	0.05508400641510174	35.0	6.58691487271224	16.96076666405707	0	675360	26073	113164	8035	0.333	0.1787	0.3423	0.3893	0.0901	0.2667	7.2
NC_051821.1	53716583	53781749	65166	convergent	LOC100688064	NGF	True	True	False	True	False	False	True	False	False	True	False		False		True	True	False	1.0297353359519699	0.5933333333333334	0.9871849425286054	0.47633333333333333	0.0522537712280767	1.0	3.8077501098494193	26.91639123492771	24166	1457549	32583	52844	13081	0.484	0.5053	0.6333	0.0053	0.2223	0.3701	32.5
NC_051821.1	55900409	55960106	59697	convergent	LOC111090684	LOC100688781	True	False	False	False	False	False	True	False	False	True	False		False		True	False	False	1.0706061661173047	0.6956666666666667	1.0961074905753136	0.7316666666666667	0.055268157814833616	4.0	7.109173436475335	17.804247841468225	155257	3638640	78027	70064	4573	0.327	0.42	0.3187	0.3087	0.7249	0.4198	45.3
NC_051821.1	57904516	57954590	50074	convergent	LOC102154106	LOC111090694	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1008494462540115	0.743	1.122071071973443	0.769	0.05747231605340141	9.0	5.381629590519264	18.21992337703705	404553	5637936	29110	4073	4073	0.255	0.3503	0.4353	0.2713	0.9535	0.4531	53.8
NC_051821.1	62647649	62699011	51362	convergent	LOC119864001	LOC119878526	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.20273152868522393	0.004666666666666667	0.09889100882783532	0.007	0.03664666030036739	0.0	0.8564059085681809	11.66265869140625	173330	10381713	628322	77316	7652	0.9917	0.885	0.9953	0.8473	0.7627	0.8964	99.8
NC_051821.1	62708801	62760445	51644	convergent	LOC119878525	LOC119877138	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.12500520713379776	0.003	0.007270290553569794	0.0036666666666666666	0.03685010879658142	0.0	1.096944886149153	14.969016710917154	234623	10443006	689615	26629	7680	0.9917	0.885	0.9917	0.5783	0.8522	0.8598	99.6
NC_051822.1	7159763	7220802	61039	convergent	LOC111090865	LOC102151924	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9419526820263733	0.2783333333333333	0.9371237871587277	0.25866666666666666	0.0498329444295065	1.0	2.7981300349629183	17.112945274873212	34718	19068196	74877	21720	8671	0.7413	0.5053	0.805	0.3707	0.2733	0.5391	70.9
NC_051822.1	11006057	11065538	59481	convergent	VPS41	LOC119864320	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0710754761823167	0.696	1.094110395361483	0.7296666666666667	0.05645998827765206	2.0	18.528854275969888	15.291282098684738	0	15222681	1253661	34009	25376	0.2823	0.4627	0.081	0.5503	0.0901	0.2933	12.1
NC_051822.1	12195480	12258671	63191	convergent	LOC100683828	EPDR1	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9625375584706185	0.37233333333333335	0.9213894132338464	0.18533333333333332	0.05072330909219123	2.0	5.3683865259180825	20.092136424163293	77075	14031403	62383	452	19828	0.625	0.4627	0.4367	0.145	0.4746	0.4288	47.7
NC_051822.1	18243340	18307563	64223	convergent	PHTF2	MAGI2	True	True	False	False	False	False	True	False	False	False	False		False		True	True	False	1.0140184283670923	0.5506666666666666	0.9899170840464533	0.48633333333333334	0.052777052804867004	0.0	13.679453764334067	14.715380107317749	0	7983027	263457	113512	13364	0.4487	0.885	0.1313	0.599	0.0901	0.4308	49.2
NC_051822.1	23806419	23872683	66264	convergent	LOC111090917	SEMA3A	True	False	False	True	False	False	True	False	False	True	False		False		False	True	False	0.9160976328183297	0.15266666666666667	0.9598336417540908	0.36633333333333334	0.049183885085945137	1.0	6.184929348442933	16.93173201424735	64551	2418927	33132	237790	30863	0.8307	0.5053	0.3677	0.3913	0.4176	0.5025	64.4
NC_051822.1	30797965	30858164	60199	convergent	LOC111091010	LOC100682696	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.7490973547787921	0.029666666666666668	0.6944942727535963	0.035333333333333335	0.046968846969813634	1.0	2.26663677305749	23.5157694383101	3064	2772946	1453487	4186	3837	0.9677	0.5053	0.9013	0.0303	0.1074	0.5024	64.2
NC_051822.1	36175607	36236940	61333	convergent	LOC111090814	LOC119864218	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.049606703753991	0.6436666666666667	1.1091835431873798	0.752	0.05384032140085882	3.0	8.776815446135315	17.217412279999774	81273	2605240	41620	10953	10953	0.3897	0.4403	0.2423	0.359	0.4911	0.3845	37.1
NC_051822.1	37530345	37599747	69402	convergent	MPPED2	ARL14EP	True	True	False	True	False	False	True	True	False	False	False		False		True	True	False	1.012607914458513	0.5466666666666666	0.9488838191851974	0.31566666666666665	0.052676430035559864	17.0	6.939812912050817	15.721116705374284	0	1660380	34701	19237	19292	0.454	0.2783	0.327	0.5093	0.0901	0.3318	20.8
NC_051822.1	37625161	37675210	50049	convergent	LOC111090955	OR10V5	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9754437412452183	0.419	0.9393252826817333	0.269	0.05108832316379573	8.0	4.009628429282126	19.341494366526604	75185	1575241	119840	1217	6177	0.5883	0.3613	0.603	0.19	0.4662	0.4418	51.4
NC_051822.1	55169332	55241058	71726	convergent	AHNAK	SCGB1A1	True	False	True	True	False	False	True	True	False	True	False		False		True	False	False	1.326275711723061	0.9393333333333334	1.2106747021973132	0.8526666666666667	0.06959880107485689	54.0	10.343374624423307	16.244408146864703	80195	1882892	35863	4036	10203	0.067	0.086	0.1927	0.4567	0.487	0.2579	6.5
NC_051822.1	55656583	55708852	52269	convergent	LOC100856625	LOC111091015	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.1963641583981104	0.853	1.0689968844503164	0.6926666666666667	0.06504054052502373	43.0	6.802479641819181	15.368047769988909	67283	2360414	50077	4023	4023	0.1133	0.1383	0.334	0.5443	0.4309	0.3122	16.1
NC_051823.1	15192889	15259450	66561	convergent	LOC119864516	FAT4	True	False	False	True	False	False	True	False	False	True	False		False		False	True	False	0.9015704689760126	0.109	0.8228723637789488	0.050333333333333334	0.049070136144502105	1.0	2.9451492742155985	21.168206426832413	76169	1491726	33281	172204	265551	0.843	0.5053	0.779	0.091	0.4703	0.5377	70.7
NC_051823.1	22718008	22788982	70974	convergent	NA	LOC111091051	True	True	True	False	False	False	False	False	False	False	False		False		False	False	False	1.6344637453984783	0.99	3.746469540234655	1.0	0.0890213543280714	76.0	5.3308649162812545	17.611197219954597	3495	9019052	1327208	565676	101	0.0103	0.0	0.4417	0.326	0.1074	0.1771	0.9
NC_051823.1	32708863	32761746	52883	convergent	NA	LOC100683928	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0332450097343613	0.605	1.033129478225112	0.6226666666666667	0.052653527774451814	0.0	3.60244002363053	16.512806585856847	235304	7146649	672115	351	100	0.4563	0.885	0.6607	0.4333	0.8533	0.6577	89.8
NC_051823.1	40699370	40753962	54592	convergent	LOC119864393	LOC119864525	True	False	False	False	False	False	False	False	False	False	False	45.71	False	3.31068	False	True	False	0.9896956667359176	0.4713333333333333	1.0090384921073914	0.5546666666666666	0.05160433004178971	0.0	3.210580670400353	16.04614683856135	101666	844692	530211	277778	106276	0.5377	0.885	0.7277	0.4753	0.5686	0.6389	88.1
NC_051823.1	42150441	42214374	63933	convergent	LOC119864487	LOC119864518	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9575556383067599	0.35133333333333333	0.9570069631099701	0.3486666666666667	0.04933986039417408	1.0	1.702630015866334	15.82749776279225	232407	2300433	1863467	58536	12142	0.812	0.5053	0.9653	0.4987	0.85	0.7263	96.3
NC_051823.1	43660794	43734482	73688	convergent	LOC119864395	LOC119864396	True	False	False	False	False	False	False	False	False	False	False	26.7	False	4.45736	False	True	False	0.9348707059953386	0.24266666666666667	0.9552722442522645	0.3416666666666667	0.0497648007043255	1.0	2.388180352463524	22.233840575585	72638	3815664	348236	683467	71379	0.7493	0.5053	0.883	0.0557	0.4531	0.5293	68.5
NC_051823.1	46607767	46663039	55272	convergent	KYNU	LOC111091185	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.0062870382513154	0.527	0.9878354538649321	0.4786666666666667	0.05340037087207344	35.0	4.317466017650892	13.769731476902962	35403	6753429	758879	2649	2649	0.413	0.1787	0.5603	0.6917	0.2784	0.4244	47.3
NC_051823.1	50766576	50830568	63992	convergent	LOC111091082	LOC111091197	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9851167475713173	0.4583333333333333	1.0091267491474747	0.555	0.05262681997825487	1.0	7.4347511248702425	17.51166666940201	101428	10916598	2553781	283938	3914	0.4577	0.5053	0.3007	0.334	0.5686	0.4333	50.1
NC_051823.1	51746959	51816629	69670	convergent	LOC111091200	LOC119864405	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1329729534750845	0.7873333333333333	1.1509835222020746	0.8023333333333333	0.05939314566776172	23.0	22.55256258218655	14.08250559482029	56794	11899820	1570559	13105	13105	0.2087	0.2423	0.057	0.6643	0.3808	0.3106	15.6
NC_051823.1	53515801	53574039	58238	convergent	LOC119864407	LOC119864408	True	False	False	False	False	False	True	False	False	True	False		False		True	True	False	0.9915928780424111	0.4766666666666667	0.9766839900799096	0.44066666666666665	0.05192252625835893	0.0	13.6144710981468	16.079711440705903	30080	13662946	172424	93296	27951	0.5087	0.885	0.1327	0.4723	0.2528	0.4503	52.9
NC_051823.1	53669125	53730654	61529	convergent	LOC100687327	LOC119864410	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.996269072185806	0.49233333333333335	1.0223990117698907	0.5976666666666667	0.05145512275112206	1.0	9.26540643642759	18.343497811900495	99889	13817915	327393	1790	16343	0.5517	0.5053	0.2243	0.262	0.5616	0.421	46.0
NC_051824.1	4223236	4289981	66745	convergent	LOC100683648	CHCHD4	True	True	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9351375046879425	0.24333333333333335	0.9378062051013112	0.262	0.04834078975076823	6.0	2.905244935147369	15.32888453219665	0	3741862	93658	2304	2304	0.9213	0.388	0.7853	0.547	0.0901	0.5464	73.5
NC_051824.1	11749774	11807289	57515	convergent	LOC100685632	LOC111091252	True	True	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9712006588086018	0.4073333333333333	0.9666602624192834	0.3973333333333333	0.050654824315052714	1.0	3.2233779848860333	14.523271719614664	28531	3780039	3537964	660581	29272	0.631	0.5053	0.7243	0.6163	0.2427	0.5439	72.2
NC_051824.1	12427622	12487484	59862	convergent	LOC111091257	EDEM1	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0744668235575108	0.7006666666666667	1.0689193560920656	0.6926666666666667	0.056143536911839924	16.0	5.432510617533591	15.902062473625973	42447	4459061	4216986	28375	15216	0.2927	0.2863	0.4323	0.493	0.3132	0.3635	30.6
NC_051824.1	13377340	13441692	64352	convergent	LOC476550	LOC100686411	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9506856827398791	0.31933333333333336	0.9196195583820344	0.17933333333333334	0.05006423106334449	1.0	2.0262451506206376	18.11439347267151	109516	5411024	3404166	115437	7432	0.709	0.5053	0.9357	0.28	0.5964	0.6053	80.5
NC_051824.1	17040502	17103820	63318	convergent	LOC102154165	LOC119864650	True	True	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9487297069739661	0.31233333333333335	0.9500752347201109	0.322	0.0493882047870743	1.0	3.5585244526786735	18.56925509572029	2839	9073669	63184	31525	5458	0.8043	0.5053	0.668	0.244	0.1016	0.4647	56.0
NC_051824.1	19442546	19500025	57479	convergent	SHQ1	LOC102154862	True	True	False	False	False	False	False	False	False	False	False		False		True	False	False	1.18020497977969	0.8376666666666667	1.133441154897213	0.7816666666666666	0.06171113861769033	28.0	8.49589556031746	16.169145342121777	3715	11472793	1000823	102300	11927	0.1607	0.2137	0.2527	0.464	0.1074	0.2397	3.7
NC_051824.1	21700981	21759122	58141	convergent	MDFIC2	LOC119864576	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9571684271764059	0.35033333333333333	0.9291846217796207	0.22033333333333333	0.04989484369553473	1.0	4.4805966246019615	21.6707542859591	94949	13731559	153260	12201	107355	0.7317	0.5053	0.5407	0.0723	0.5426	0.4785	59.9
NC_051824.1	24572625	24634330	61705	convergent	LOC102157163	LOC111091281	True	True	False	False	False	False	False	False	False	True	False		False		True	True	False	0.9555613668586435	0.344	0.9773503157302738	0.44233333333333336	0.049654787875358514	1.0	2.4852830225195937	19.690271492004396	3477	13208504	345270	57297	54159	0.766	0.5053	0.8677	0.1673	0.1074	0.4827	61.2
NC_051824.1	32811725	32865996	54271	convergent	LOC111091305	SLMAP	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1981022375337398	0.8536666666666667	1.2814618659168482	0.8966666666666666	0.06278504980698102	14.0	15.234985630261523	14.629278937975565	11140	4973121	471846	4910	4910	0.144	0.304	0.1113	0.6087	0.1534	0.2643	6.9
NC_051825.1	1063011	1131564	68553	convergent	LOC111091473	LOC606831	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9137884943133178	0.14433333333333334	0.8989350675776601	0.10533333333333333	0.04910121384754876	2.0	4.545596520485086	18.791230154037475	77713	5367498	380045	1388	16346	0.8393	0.4627	0.534	0.2283	0.4747	0.5078	65.7
NC_051825.1	11676400	11742674	66274	convergent	GRM5	LOC119864956	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	0.9764447263402211	0.4236666666666667	0.9343098147138953	0.24833333333333332	0.05091509110424522	20.0	3.71578307899636	11.483078147089758	84537	5244731	2267972	95756	4908	0.605	0.2603	0.6483	0.8567	0.5036	0.5748	77.2
NC_051825.1	15952393	16002786	50393	convergent	DLG2	LOC100686619	True	True	False	True	False	False	True	True	False	True	False		False		False	True	False	0.9471793249410614	0.303	0.9123149711944163	0.15	0.04932852258220613	1.0	5.002478379131918	13.66312264381571	22411	3761275	25196	876	46491	0.8127	0.5053	0.4727	0.698	0.2117	0.5401	71.4
NC_051825.1	38848629	38901890	53261	convergent	LOC102152988	CRSP-2	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9436839596398081	0.2866666666666667	0.9082092733845115	0.13033333333333333	0.0495190994028616	1.0	2.6432163745220265	25.578647790131747	299741	4352939	133670	3786	2685	0.7863	0.5053	0.8363	0.0097	0.9073	0.609	82.2
NC_051825.1	48906661	48959809	53148	convergent	BBOX1	LOC111091586	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0056218296444208	0.5243333333333333	0.9818293984532356	0.45966666666666667	0.05138054323102471	1.0	14.71039596077299	15.03628459889838	291765	2992202	402557	31938	11327	0.5577	0.5053	0.1163	0.5717	0.9019	0.5306	68.8
NC_051825.1	51990876	52054339	63463	convergent	LOC119864909	LOC119864867	True	False	False	False	False	True	False	True	False	False	False		False		True	True	False	0.42583837201617925	0.011333333333333334	0.1577117000333965	0.009	0.04686606678703677	5.0	4.194276295132133	13.05970090150833	297607	97145	2635643	1335	26437	0.9687	0.4037	0.5743	0.7527	0.9059	0.7211	96.1
