chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_display
NC_051826.1	55453706	55512794	59088	convergent	LOC100683697	LOC111091706	True	True	False	False	False	False	False	False	False	False	False		False		True	True	False	0.994403859617069	0.5034846017213229	0.04928221874596738	1.0	6.800298103414271	0.4518783185451418	0	12603229	3335689	91811							
NC_051826.1	55859005	55918918	59913	convergent	LOC119865267	LOC119865154	True	False	False	False	False	False	False	False	False	False	False	25.53	False	5.220280000000001	False	True	False	0.9833149577320736	0.48341706865479317	0.048389590497302466	1.0	10.076182871844743	0.914056719479143	186039	13008940	2929978	80888							
NC_051826.1	59581650	59643922	62272	convergent	ING1	LOC119865109	True	True	False	True	False	False	True	True	False	False	False		False		False	False	False	1.38114655498733	0.9262116632350109	0.07077976532565043	1.0	15.120473407150318	1.0061100991472296	12786	16732765	31136	6796							
NC_051827.1	1109045	1172665	63620	convergent	SYNDIG1	LOC100688361	False	False	False	False	False	False	False	False	False	False	False	39.0	False	2.41274	False	False	False	1.1077784574008094	0.6904479673247891	0.05612404116398256	17.0	11.228837971077033	0.8951839793006736	65855	877667	1696441	117837	0.3133	0.0069	0.8815	0.5987	0.4222	0.4445	0.889
NC_051827.1	2619236	2673562	54326	convergent	LOC100687334	LOC111091893	True	False	False	False	False	True	True	True	False	False	False		False		False	True	False	0.9039006828698567	0.3401579762880678	0.04375322611589935	1.0	6.127348096330247	0.4393912590373466	28601	173476	190897	8529							
NC_051827.1	3227875	3294390	66515	convergent	LOC111091943	LOC119865296	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.0762091150274016	0.642870798355538	0.05359929552939168	52.0	9.84338187156568	0.7717476168656682	88868	788209	389354	6598							
NC_051827.1	6808405	6874087	65682	convergent	STAC	LOC100685633	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9539296551385624	0.4299478125130542	0.04602399438407265	1.0	5.121223852760778	0.41666723651233034	8754	734933	333169	41839							
NC_051827.1	10487084	10553541	66457	convergent	LOC111091857	LOC106557623	True	False	False	False	False	False	False	False	False	True	False		False		False	False	False	1.0339893046076005	0.5732054133468106	0.050117366770308036	16.0	6.825470288681153	0.5286785807753355	195312	2005383	300859	76984							
NC_051827.1	23551824	23607775	55951	convergent	LOC111091912	LOC119865327	True	True	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9475971321931425	0.41833690631968257	0.04686413092721114	1.0	3.9267548010920597	0.05406655945717251	0	11054081	71591	1649							
NC_051827.1	29008575	29073911	65336	convergent	NUDT16	MRPL3	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0738096989423351	0.6390299757970093	0.054132428495612124	9.0	14.720881757036219	1.4290119657525227	133757	16515525	3859201	2008							
NC_051827.1	34198197	34269938	71741	convergent	LOC111091952	LOC119865310	True	False	False	False	False	False	False	False	False	False	False	33.47	True	8.54362	False	True	False	0.9771978072036095	0.4723014244192005	0.04853068226526085	1.0	4.0758217675412025	0.2066470189553595	209067	15586082	681582	89176							
NC_051827.1	34370653	34427811	57158	convergent	LOC111091954	LOC119865330	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9651307583672784	0.45033217638702006	0.048046475600771944	1.0	6.063538392483027	0.8606609608223369	374232	15420917	516417	1459							
NC_051827.1	39231375	39301877	70502	convergent	CHST2	LOC100688497	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.1358430953404255	0.7292112403384778	0.05777339207067361	42.0	18.875667538706633	1.6525563452180296	41626	10553523	510575	45659							
NC_051827.1	45474517	45526737	52220	convergent	LOC100855515	LOC119865420	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0237284168435532	0.5554318579864524	0.05053581478045419	1.0	13.219259210749836	1.1526139952788912	24373	4319522	462461	5091							
NC_051828.1	11487994	11545704	57710	convergent	LOC119865622	LOC111092144	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9778123918992839	0.4734143061897106	0.047140092850385576	1.0	4.701601991275755	0.5898987627184048	358151	6369856	551341	17154							
NC_051828.1	16606256	16661497	55241	convergent	GPCPD1	LOC119865589	True	True	False	False	False	False	True	False	False	False	False		False		True	True	False	0.9109983136672128	0.35256459967489795	0.04721473650932693	24.0	8.811293051972562	0.7405099405055872	16124	1252829	258280	68765							
NC_051828.1	19302591	19370767	68176	convergent	LOC111092201	STK35	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1114260838534977	0.695707654948763	0.05405156948944439	2.0	17.183033685793966	1.4818929854097482	86679	1449951	195761	42345							
NC_051828.1	26717079	26778334	61255	convergent	SRC	LOC111092200	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.222409846330991	0.8258719639937683	0.06325819131019465	16.0	23.19331918226083	2.4229438216084396	22706	2026181	30627	2949							
NC_051828.1	36042329	36111036	68707	convergent	LOC119865683	PREX1	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.1307032816630564	0.7223940168041528	0.0568475563293884	5.0	28.91492565821328	3.062069741278895	0	11274911	34354	8351							
NC_051828.1	36665388	36721820	56432	convergent	LOC111092109	KCNB1	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.167614262190898	0.768668764582538	0.059422747062584505	15.0	14.419774999608764	1.2580659598201605	0	10657989	58064	1133							
NC_051828.1	37513357	37574621	61264	convergent	LOC119865562	LOC102152659	True	False	True	False	False	False	True	True	False	False	False		False		True	False	False	1.3132570630977698	0.8934563893230646	0.06984076811540833	50.0	31.137335327647136	3.3379247114826742	56011	9807604	98513	17403							
NC_051828.1	40064815	40121938	57123	convergent	TSHZ2	ZNF217	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.0779671399213497	0.64561656452708	0.05349062990589665	7.0	20.003227209079842	1.856554027705281	6624	7258217	28562	34995							
NC_051828.1	42475068	42526723	51655	convergent	LOC611771	LOC119865771	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0718614768563453	0.6359342417534003	0.052482256579848355	4.0	33.48793094074032	3.915595814474411	0	4850698	48187	1702							
NC_051828.1	42745535	42819449	73914	convergent	LOC119865786	LOC119865699	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.2366915030398189	0.031825256169483625	0.00781688394254609	0.0	6.119518927814119	0.5110001404445832	192508	4569101	222976	1067							
NC_051829.1	326595	381037	54442	convergent	THSD1	LOC100684545	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9238949795177905	0.37555505756665364	0.044513742377716485	3.0	6.598480843927941	0.5510718285108895	21184	9552611	346804	28615							
NC_051829.1	804447	863659	59212	convergent	FOXO1	LOC102153908	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.0267235384006432	0.5606265126869221	0.05001321582295142	2.0	12.97759749394302	0.8139196230261256	184053	9072374	29606	35437							
NC_051829.1	9416764	9476935	60171	convergent	LOC119865997	LOC119865829	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	0.8804493572568072	0.3001873647027054	0.04541908473888017	32.0	10.253508505746067	0.7734801220982948	78151	459578	62204	8343							
NC_051829.1	12228903	12283288	54385	convergent	LOC106557742	LOC102153058	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.190765469414221	0.7944837895659759	0.059697923044686976	5.0	16.306902216609046	1.363443752755287	0	2349643	40224	3792							
NC_051829.1	16583402	16638128	54726	convergent	LOC119865834	LOC106557750	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	1.0115719049318368	0.5340956040299135	0.04953137149869779	1.0	12.176907678432066	0.9107444892027609	35765	2551047	156950	18044							
NC_051829.1	20424770	20475505	50735	convergent	LOC111092453	NEK1	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9257566639418467	0.37887976799674034	0.04597750183566046	0.0	6.37693240923196	0.4213034945781071	49863	323599	1284234	39288							
NC_051829.1	34024080	34083975	59895	convergent	NKX3-1	LOC111092402	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	1.0293818326719146	0.5652806587861227	0.05220123628675764	14.0	10.734021162155011	0.6581286388685972	104027	1174155	29947	31681							
NC_051829.1	40554664	40610407	55743	convergent	AGFG1	LOC486150	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.012187848931348	0.5351845795517193	0.05014460219628355	4.0	16.561941215560072	1.2218582714942756	192465	4929314	646249	47540							
NC_051829.1	45854728	45924770	70042	convergent	LOC119866032	LOC119865861	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.1890231584863364	0.7926316498185154	0.06183855306662187	49.0	21.017311496999053	1.4684576055683098	160251	377875	311364	25690							
NC_051829.1	46659216	46733469	74253	convergent	LOC111092437	LOC119865863	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1140519441817276	0.6994401379761869	0.05582879915009945	4.0	29.22092962184716	3.481911500297755	146342	1184468	979240	18943							
NC_051830.1	3084750	3142913	58163	convergent	SLC15A4	TMEM132C	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.100824275293149	0.6802942992723353	0.05508837572973772	3.0	24.648985305233133	1.5638909027474635	0	11674446	1079421	16041							
NC_051830.1	4496506	4546999	50493	convergent	LOC119866086	LOC477441	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0271704565247202	0.5614019742368449	0.04975220807122595	1.0	14.714537463666485	1.0816117304198327	21752	10266525	684551	5806							
NC_051830.1	12974593	13028567	53974	convergent	LOC119866092	MED13L	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.309679765789993	0.8913402899613103	0.07130066200120298	4.0	27.02480789054145	2.952786649899651	1580	1786697	1033739	25078							
NC_051830.1	17193803	17254161	60358	convergent	LOC119866085	LOC119866121	True	False	False	False	False	False	True	False	False	True	False		False		True	True	False	0.5455150349563721	0.04338114252781357	0.021445484914628745	0.0	8.449633491946496	0.6414240953355752	123982	2435680	131538	58224							
NC_051830.1	20964282	21018696	54414	convergent	LOC119866095	LOC119866096	True	False	False	False	False	False	False	True	False	True	False		False		False	False	False	1.0828919274088311	0.6532601703382802	0.05312982729883657	1.0	10.684015351794374	1.3405123867343622	41489	6203187	592288	32180							
NC_051830.1	37136455	37205993	69538	convergent	LOC106557850	LOC102154823	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	1.0024025140441393	0.5178051956768699	0.04991544149822823	1.0	22.253066912877898	2.2232811589942845	146224	4840999	56303	21534							
NC_051831.1	11296029	11362267	66238	convergent	LOC106557871	LOC111092904	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9614088059825062	0.4435738006080135	0.04737511194794502	1.0	6.400332665548039	0.3924791970726284	220852	10054707	2554120	12958							
NC_051831.1	12006551	12065044	58493	convergent	GXYLT1	LOC111092835	True	True	False	False	False	False	False	False	False	False	False		False		True	True	False	1.0031365567274189	0.5191200393556098	0.049355359861720426	11.0	11.193128600139724	0.7384878202083917	0	10761356	3260769	63903							
NC_051831.1	13274723	13345552	70829	convergent	NA	MUC19	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.810420035588837	0.195000746548757	0.03833545103188162	3.0	6.617767930834809	0.36459833354740395	14863	12035696	3010052	100							
NC_051831.1	17823426	17886691	63265	convergent	IPO8	LOC100685338	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9271486154958407	0.38136613259529917	0.04436984603663743	1.0	9.267285391669644	0.8252043548966145	0	16580617	1507657	79785							
NC_051831.1	32573520	32640058	66538	convergent	LOC102155441	LOC100685365	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1401399293876011	0.7348373026971766	0.05705643793696618	66.0	10.128932111206373	0.732588029644466	18211	5827486	309949	5554							
NC_051831.1	39677324	39739751	62427	convergent	ANO2	NTF3	False	False	False	False	False	False	False	False	False	False	False	28.74	False	5.1012200000000005	False	False	False	1.093024045273356	0.6687120033931854	0.054193528162028964	1.0	13.696561047190237	1.5023591962249838	341463	1273818	881321	154498	0.34	0.0193	0.8768	0.5857	0.9304	0.5504	1.0
NC_051831.1	40299441	40358999	59558	convergent	LOC119866433	GALNT8	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.00517592366118	0.5227535805526631	0.04939942664430947	1.0	5.157886945287246	0.5439813871635835	170780	1894501	329915	5828							
NC_051832.1	2510899	2563279	52380	convergent	NA	OR6D5	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.8919919923818398	0.3196653354648	0.042644865087244035	1.0	6.708912483097204	0.6800743253074004	0	2169457	491937	100							
NC_051832.1	6155210	6215233	60023	convergent	LOC119866635	LOC106557967	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.029978008989588	0.5663063641052056	0.05064612733556721	29.0	8.898868466888146	0.8631834468797318	14779	890985	593010	6286							
NC_051832.1	24424569	24481957	57388	convergent	LOC100855860	LOC111093048	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1620453617275377	0.7620909373048719	0.060000511661515696	33.0	11.532293585012397	0.9690681254544283	153263	8211080	44249	15173							
NC_051832.1	25443005	25493730	50725	convergent	ADRB1	CCDC186	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1050867716769035	0.6865225758899537	0.0561989234568784	26.0	11.758901378385145	0.9000083028894036	181633	9226184	202315	2132							
NC_051832.1	34214445	34267922	53477	convergent	LOC111093045	LOC119866531	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2234277969224605	0.8268069674198613	0.06403986353313228	10.0	25.480154148401233	3.061830608031519	58817	7238293	143759	33753							
NC_051833.1	357464	431756	74292	convergent	UBE2V2	LOC100856084	True	True	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9238881187378718	0.37554220743646005	0.04483753509328633	1.0	9.115339563511274	0.8047121994162764	0	13967579	135007	37539							
NC_051833.1	1669770	1738756	68986	convergent	LOC100684688	LOC119866769	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.8958123805165126	0.3261906983310424	0.04385861546478835	1.0	7.710674066726459	0.9416810316253309	120737	12657926	490928	2166							
NC_051833.1	20829395	20898312	68917	convergent	LOC119866675	MSC	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9921677942514153	0.49946609899408617	0.04928860546784929	12.0	6.762576547549882	0.6294629384100751	13853	6501643	1220733	1682							
NC_051833.1	21906082	21964104	58022	convergent	LOC111093217	LOC119866789	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0112164438393374	0.5334662918503421	0.049458830694681495	2.0	11.219633525211517	1.4024063627499224	0	7463482	1854802	937							
NC_051833.1	23112498	23172320	59822	convergent	LOC111093212	LOC111093135	True	False	False	False	False	False	False	False	False	False	False	43.94	False	4.77938	False	True	False	0.9509465987784397	0.42454960006838105	0.04644622646183588	0.0	4.029149057082302	0.34948575082925226	142409	6256166	647486	165046							
NC_051833.1	23509733	23568950	59217	convergent	CRISPLD1	LOC100688946	True	False	False	False	False	False	True	True	False	True	False		False		True	True	False	0.9349780468182979	0.3954467253367592	0.04618640406363009	1.0	5.883852357483714	0.48449590357873423	39341	5859234	250554	2243							
NC_051833.1	28263136	28333785	70649	convergent	LOC106558008	PAG1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0398848831352403	0.5832691617788106	0.0520742501813979	16.0	12.59450870363954	1.0995352030783276	1540	1100115	320836	15590							
NC_051833.1	28623707	28681799	58092	convergent	FABP5	LOC119866803	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.023948005597448	0.5558156826138834	0.051867963920830415	14.0	7.638497999552978	0.6704024186672595	27753	745822	29046	4516							
NC_051833.1	38580004	38634159	54155	convergent	LOC100685448	LOC119866804	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.054499070118204	0.6077308031232284	0.05241320443229325	4.0	17.45810528724965	1.1610855871783645	142919	9208482	515007	45988							
NC_051834.1	2536913	2592033	55120	convergent	LOC111093357	GJD2	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.05502584816669	0.6086023798920912	0.0518559653681433	17.0	10.167993306646144	1.1650624490618255	114473	768957	121203	3679							
NC_051834.1	4478505	4544211	65706	convergent	CDIN1	MEIS2	True	True	False	True	False	False	True	False	False	False	False		False		True	True	False	0.9784289443234898	0.47453752438799823	0.04830710341079454	1.0	10.757312232398142	1.4832676765015955	0	1177903	32853	110217							
NC_051834.1	11061036	11119847	58811	convergent	LOC119866880	LOC111093393	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0585761090197043	0.6144210064582856	0.05208826654672542	7.0	10.248436868008648	0.9410280431595819	0	847547	409320	942							
NC_051834.1	24994850	25055410	60560	convergent	FOXB1	LOC119866903	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9768087252285552	0.4715967846095493	0.047867675670859366	6.0	5.800692018540739	0.5658657511352796	149870	2575237	327567	44442							
NC_051834.1	32644888	32717232	72344	convergent	LOC111093320	LOC100684041	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.07595187476366	0.642467708963117	0.053293256665482104	11.0	20.053949520101607	2.0588489198847078	0	5080671	256888	13042							
NC_051834.1	34669412	34723012	53600	convergent	LOC102154511	LARP6	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.076890019654338	0.6439355234287235	0.05366597883227231	2.0	20.778133430771447	1.845371125680515	3788	3725696	1149534	666							
NC_051834.1	38942658	39000282	57624	convergent	LINGO1	LOC119866844	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2469480250231941	0.8472840983863126	0.06486363127319768	1.0	51.50377981960116	7.539495073010606	0	549542	267826	9662							
NC_051835.1	955347	1016678	61331	convergent	LOC100688275	LOC102152193	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9330029645568181	0.39189389380483436	0.046094315710125185	0.0	4.59912456611805	0.5001620494021437	61012	12301976	882355	4002							
NC_051835.1	13106261	13156978	50717	convergent	LOC119867042	LOC111093424	True	False	False	False	False	True	False	True	False	False	False		False		False	True	False	0.9460434630809841	0.4154744668069507	0.04656471673804496	0.0	3.399884938646208	0.41717157233212593	31619	156369	982062	19315							
NC_051835.1	18249632	18323889	74257	convergent	LOC100685420	LOC100685577	True	False	False	False	False	False	False	False	False	False	False	42.86	False	2.96612	False	True	False	0.9280773551977015	0.3830330823577048	0.04625353768318939	0.0	7.313261329581942	0.6316075636920083	263240	2846082	2982980	59407							
NC_051835.1	23436373	23508916	72543	convergent	LOC111093569	LOC119867012	True	False	False	False	False	False	False	False	False	False	False	26.44	False	5.49128	True	True	False	0.9295693140800414	0.3857365953819949	0.04504509535151393	1.0	5.3680023204142575	0.4242314555273111	422644	2339779	702325	124149							
NC_051835.1	33017236	33069006	51770	convergent	LOC102152343	LOC111093484	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0777641136873009	0.645300776749692	0.053539711489671904	4.0	13.176932222673157	1.1128142193475008	6879	2736844	89446	7688							
NC_051835.1	33785714	33837005	51291	convergent	LOC119867070	LOC111093482	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.022349350843179	0.5530135510985374	0.050222979048433515	0.0	13.136519458476197	1.1003174781163725	0	3505082	369636	12097							
NC_051835.1	36406001	36461046	55045	convergent	SLC37A1	LOC119867027	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.188892919121305	0.7924901106409769	0.06127394358977587	10.0	40.236008235749914	4.993014376704384	8523	6127246	232475	5355							
NC_051836.1	3698661	3752870	54209	convergent	LOC111093630	GK2	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.8979705786427494	0.3298948839532591	0.04469396473503754	0.0	6.668858856117911	0.7234666304190994	174235	28928985	382996	18910							
NC_051836.1	11276866	11345764	68898	convergent	MEPE	LOC111093643	True	False	True	False	False	False	True	True	False	True	False		False		True	True	False	1.0042669063592735	0.5211317001186394	0.04989738018365979	47.0	7.159324926172787	0.4150846809268368	113685	21343435	95065	22413							
NC_051836.1	27013911	27071204	57293	convergent	NPNT	TBCK	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0258410484524099	0.5590964084668382	0.05038548064089068	9.0	11.773707648274314	0.7075272783184798	142557	5612193	683450	1845							
NC_051837.1	574972	634483	59511	convergent	LOC111093784	LOC111093791	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	0.9397948447474249	0.40418231059630394	0.04658700020667099	1.0	15.752998230026579	1.2525304923210856	4727	18147617	205352	8592							
NC_051837.1	7790832	7842018	51186	convergent	LOC111093705	IMPG2	True	False	False	False	False	False	False	False	False	False	False	31.33	False	4.81276	False	True	False	0.9925946254213758	0.5002341654609674	0.0487064758489407	10.0	10.838721232427604	0.7417709762918023	33575	10935919	340841	84740							
NC_051837.1	8568536	8621477	52941	convergent	LOC119867284	LOC111093752	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0202456184202218	0.5493523278840055	0.04992766455204759	11.0	10.969080723132395	0.6264043044703226	29994	10157338	432187	29224							
NC_051837.1	11353405	11418044	64639	convergent	ALCAM	CBLB	True	True	False	True	False	False	True	True	False	False	False		False		True	True	False	0.9783708353371663	0.4744313022078912	0.047359972550652885	4.0	15.793565212889714	0.833139076794749	14276	7366620	32320	12513							
NC_051837.1	20017414	20079909	62495	convergent	GAP43	LSAMP	True	False	False	True	False	False	True	False	False	True	False		False		True	False	False	1.052301506228449	0.6041024249249136	0.05285324692339866	20.0	10.10686561561564	0.8716568585236874	51339	1296297	31248	149473							
NC_051837.1	31269207	31329671	60464	convergent	LOC106558167	FAM43A	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.198090639717524	0.8021711087664954	0.06180372794839853	33.0	51.582471423226856	6.234784753616513	561	1384109	45354	15122							
NC_051838.1	7080793	7147581	66788	convergent	NSUN2	UBE2QL1	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.143313154570772	0.7389205045783022	0.05796979705932631	1.0	36.628175626684175	3.6568187880995398	0	5122751	33394	27945							
NC_051838.1	10054548	10126362	71814	convergent	LOC111093922	LOC119867475	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0799077384423488	0.6486375550374361	0.05403560961467302	1.0	19.660537291105044	2.804483851355649	334545	2146483	644181	2860							
NC_051838.1	19004008	19067846	63838	convergent	LOC119867441	CRYGS	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	1.1338915538659367	0.7266397540576868	0.05712239152385595	32.0	16.189068485244793	1.1794798688066768	39073	1869525	236466	3832							
NC_051838.1	19321861	19376696	54835	convergent	ADIPOQ	LOC119867406	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.150846107959501	0.7484231862867833	0.058887193649069726	40.0	11.758904058064386	0.7135373737330385	49278	1556174	27417	2453							
NC_051838.1	33370196	33420674	50478	convergent	MIR551B	LOC119867412	True	False	False	False	False	True	False	True	False	True	False		False		False	True	False	0.9449007118041256	0.41340384355529725	0.04644093269991157	0.0	5.087523975513479	0.25534180216031527	220435	25252	429536	3486							
NC_051838.1	33641835	33705242	63407	convergent	LOC119867455	LOC102151967	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9346791618197624	0.39491064961319494	0.046515820189913244	1.0	5.312851841481554	0.40958472583135624	176462	303355	151433	43751							
NC_051838.1	34380069	34430694	50625	convergent	LOC102152454	LOC111093889	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0266787397047128	0.5605488486695344	0.050154659738462164	5.0	15.923452432117957	1.4632687599864524	5381	1035198	27413	2101							
NC_051838.1	36725342	36775647	50305	convergent	FNDC3B	GHSR	True	False	False	True	False	False	True	True	False	True	False		False		False	True	False	1.0134026707488502	0.537326754664678	0.04984182592881144	13.0	16.226783285700847	1.4123871696166073	50494	3380311	25152	28281							
NC_051838.1	40621835	40683716	61881	convergent	LOC111093930	TBL1XR1	True	True	False	False	False	False	False	False	False	False	False		False		True	False	False	1.1330400160293257	0.7255084940977277	0.05737420821271368	10.0	47.580131829360894	3.561482566882141	0	7282592	3609426	88955							
NC_051839.1	1643004	1708560	65556	convergent	LOC119867596	LOC119867597	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	1.0190003742212432	0.5471641342853207	0.05039484862826205	1.0	19.61140734991134	1.9648546443658477	24218	inf	36497	3719							
NC_051839.1	1805405	1856208	50803	convergent	FOXF2	LOC100684996	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.053752875714298	0.6064951045645446	0.053277498996114094	2.0	29.765362937841747	3.5176465464157354	94194	inf	25401	2877							
NC_051839.1	11518999	11569382	50383	convergent	LOC111093992	LOC111094013	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.1018477301235463	0.6817978583776929	0.05475051350763576	59.0	7.828766181589027	0.29876381610005326	205810	inf	405431	37062							
NC_051839.1	18052245	18123443	71198	convergent	LOC111093969	LOC102156827	True	False	False	False	False	False	False	True	False	True	False		False		False	True	False	0.959322428820958	0.43972593759665957	0.047673325531960235	1.0	6.919942473518034	0.7126248423114638	612156	inf	376258	294							
NC_051839.1	18480986	18533175	52189	convergent	LOC111094025	LOC111094007	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.9999039146644912	0.5133351339508732	0.04962761446152067	1.0	11.125429783722831	1.1573053557821436	192920	inf	39986	13892							
NC_051840.1	1166863	1219794	52931	convergent	GALNT13	LOC106558288	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9731607504998997	0.4649756715848836	0.04822467379567816	1.0	9.234088356192942	0.824612130412676	68328	364259	794834	8308							
NC_051840.1	7616013	7676372	60359	convergent	LOC111094266	GCG	True	True	False	False	False	False	True	True	False	True	False		False		True	True	False	1.0043765178275244	0.5213282799918205	0.049227513319943295	3.0	10.691699387428853	0.682230947061838	28808	6088582	39214	9035							
NC_051840.1	8466112	8532234	66122	convergent	LOC100688550	LOC119867785	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.8853907570889361	0.30845624616719053	0.04333069430880695	1.0	5.515392248037927	0.652218113984221	50827	6941563	892195	12455							
NC_051840.1	14845639	14901149	55510	convergent	UBR3	LOC111094278	True	True	False	False	False	False	True	True	False	False	False		False		True	True	False	0.9965346901823233	0.5073060447815564	0.04871187278777066	1.0	13.565519348115135	0.9640357369641589	0	5226450	270853	24761							
NC_051840.1	16124607	16177018	52411	convergent	CYBRD1	LOC111094279	True	True	False	False	False	False	True	True	False	False	False		False		False	True	False	1.013187608202225	0.5369483016419953	0.04981522776249158	21.0	8.345697607006336	0.4891439746341987	24188	3949032	73536	24456							
NC_051840.1	16788107	16853124	65017	convergent	LOC111094247	LOC119867830	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.054365182500957	0.6075102022680375	0.052679901613944605	6.0	16.490385036207073	1.0325929347288643	104385	3279229	224112	23081							
NC_051840.1	24054229	24128740	74511	convergent	LOC119867869	LOC111094258	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9798159643418456	0.477085083559484	0.048069719171022006	1.0	9.584648619436319	0.7337041913297034	258516	2831477	924436	3333							
NC_051840.1	24296513	24361259	64746	convergent	LOC111094259	LOC119867786	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	1.0061991857251713	0.5245724163506851	0.049800251614460854	22.0	13.095170435306962	0.9237017848171217	21114	3068879	687034	3497							
