sampleName	Breed.Type	Category	BIOSAM.ID	run.IDs	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	includedInVCF	includedInAnalyses	effectiveAutosomalMeanCoverage	Sex	CNV.keep	SNP.keep
DAND000002	Dandie Dinmont Terrier	Breed_Dogs	SAMN15625822	SRR12330367	FAM007192	7732		NHGRI	Michigan		YES	YES	18.62	Female	TRUE	TRUE
DAND000003	Dandie Dinmont Terrier	Breed_Dogs	SAMN15625823	SRR12330366	FAM007193	7733		NHGRI	Michigan		YES	YES	20.38	Female	TRUE	TRUE
DAND000004	Dandie Dinmont Terrier	Breed_Dogs			DDT361A1	FAM005315		Helsinki	Helsinki		YES	YES	20.24	Male	TRUE	TRUE
DAND000005	Dandie Dinmont Terrier	Breed_Dogs			DDT363A1	FAM005316		Helsinki	Helsinki		YES	YES	21.83	Male	TRUE	TRUE
DAND000006	Dandie Dinmont Terrier	Breed_Dogs			DDT408A1	FAM005317		Helsinki	Helsinki		YES	YES	19.26	Female	TRUE	TRUE
DARG000001	Dogo Argentino	Breed_Dogs	SAMN15625824	SRR12330365	FAM007347	22900		NHGRI	Uppsala		YES	YES	15.38	Male	TRUE	TRUE
DARG000002	Dogo Argentino	Breed_Dogs	SAMN15625825	SRR12330364	FAM007348	33067		NHGRI	Uppsala		YES	YES	14.43	Female	TRUE	TRUE
DARG000003	Dogo Argentino	Breed_Dogs			DOG031A1	FAM005318		Helsinki	Helsinki		YES	YES	17.65	Female	TRUE	TRUE
DARG000004	Dogo Argentino	Breed_Dogs			DOG035A1	FAM005319		Helsinki	Helsinki		YES	YES	17.77	Female	TRUE	TRUE
DARG000005	Dogo Argentino	Breed_Dogs			DOG044A1	FAM005320		Helsinki	Helsinki		YES	YES	17.28	Female	TRUE	TRUE
DDBX000001	Dogue de Bordeaux	Breed_Dogs	SAMN15625826	SRR12330363	FAM007349	25487		NHGRI	Uppsala		YES	YES	16.26	Male	TRUE	TRUE
DDBX000002	Dogue de Bordeaux	Breed_Dogs	SAMN19522809	SRR14750542	FAM005921	2-ADN11545		Rennes	Michigan		YES	YES	20.35	Male	TRUE	TRUE
DDBX000003	Dogue de Bordeaux	Breed_Dogs	SAMN19522810	SRR14750543	FAM005929	2-ADN12071		Rennes	Michigan		YES	YES	17.73	Female	TRUE	TRUE
DDBX000004	Dogue de Bordeaux	Breed_Dogs	SAMN19522811	SRR14750544	FAM005930	2-ADN12081		Rennes	Michigan		YES	YES	16.95	Male	TRUE	TRUE
DDBX000005	Dogue de Bordeaux	Breed_Dogs	SAMN19522812	SRR14750424	FAM006571	2-ADN7996		Rennes	Michigan		YES	YES	20.02	Female	TRUE	TRUE
DEER000001	Scottish Deerhound	Breed_Dogs			SD001	FAM005450		Bern	Bern		YES	YES	17.21	Female	TRUE	TRUE
DEER000002	Scottish Deerhound	Breed_Dogs			SD008	FAM005451		Bern	Bern		YES	YES	20.48	Male	TRUE	TRUE
DEER000003	Scottish Deerhound	Breed_Dogs			SHK021A1	FAM005811		Helsinki	Helsinki		YES	YES	22.05	Male	TRUE	TRUE
DEER000004	Scottish Deerhound	Breed_Dogs	SAMN19522813	SRR14750425	FAM006618	2-ADNPR4349		Rennes	Michigan		NO	NO	22.16	Female	TRUE	FALSE
DOBP000001	Doberman Pinscher	Breed_Dogs			DO349	FAM005574		Bern	Bern		YES	YES	19.49	Female	TRUE	TRUE
DOBP000002	Doberman Pinscher	Breed_Dogs			DO110	FAM004588		Bern	Uppsala		YES	YES	17.77	Male	TRUE	TRUE
DOBP000003	Doberman Pinscher	Breed_Dogs			DO125	FAM004589		Bern	Uppsala		YES	YES	18.05	Female	TRUE	TRUE
DOBP000004	Doberman Pinscher	Breed_Dogs			DO126	FAM004590		Bern	Uppsala		YES	YES	17.56	Female	TRUE	TRUE
DOBP000005	Doberman Pinscher	Breed_Dogs			DO127	FAM004591		Bern	Uppsala		YES	YES	16.27	Female	TRUE	TRUE
DOBP000006	Doberman Pinscher	Breed_Dogs			DO180	FAM004592		Bern	Uppsala		YES	YES	16.87	Male	TRUE	TRUE
DOBP000007	Doberman Pinscher	Breed_Dogs			DO640	FAM004593		Bern	Uppsala		YES	YES	17.85	Male	TRUE	TRUE
DREV000001	Drever	Breed_Dogs			DRE011A1	FAM005322		Helsinki	Helsinki		YES	YES	18.94	Female	TRUE	TRUE
DREV000002	Drever	Breed_Dogs			DRE026A1	FAM005323		Helsinki	Helsinki		YES	YES	20.32	Male	TRUE	TRUE
DREV000003	Drever	Breed_Dogs			DRE032A1	FAM005324		Helsinki	Helsinki		YES	YES	17.68	Male	TRUE	TRUE
DREV000004	Drever	Breed_Dogs			DRE046A1	FAM005325		Helsinki	Helsinki		YES	YES	18.84	Female	TRUE	TRUE
DREV000005	Drever	Breed_Dogs			DRE048A1	FAM005326		Helsinki	Helsinki		YES	YES	17.25	Female	TRUE	TRUE
DREV000006	Drever	Breed_Dogs			DRE053A1	FAM005327		Helsinki	Helsinki		YES	YES	19.01	Male	TRUE	TRUE
DSFD000001	Danish-Swedish Farmdog	Breed_Dogs			TRP038A1	FAM005838		Helsinki	Helsinki		YES	YES	21.98	Female	TRUE	TRUE
DSFD000002	Danish-Swedish Farmdog	Breed_Dogs			TRP044A1	FAM005839		Helsinki	Helsinki		YES	YES	19.95	Female	TRUE	TRUE
DSFD000003	Danish-Swedish Farmdog	Breed_Dogs			TRP085A1	FAM005840		Helsinki	Helsinki		YES	YES	17.69	Female	TRUE	TRUE
DSFD000004	Danish-Swedish Farmdog	Breed_Dogs			TRP087A1	FAM005841		Helsinki	Helsinki		YES	YES	19.35	Male	TRUE	TRUE
DSFD000005	Danish-Swedish Farmdog	Breed_Dogs			TRP108A1	FAM005842		Helsinki	Helsinki		YES	YES	18.65	Male	TRUE	TRUE
DSFD000006	Danish-Swedish Farmdog	Breed_Dogs			TRP131A1	FAM005843		Helsinki	Helsinki		YES	YES	18.46	Male	TRUE	TRUE
DSHP000001	Unknown	Breed_Dogs			HO003	FAM005417		Bern	Bern		YES	NO	17.77	Female	TRUE	FALSE
DSHP000002	Dutch Shepherd	Breed_Dogs			HO007	FAM005418		Bern	Bern		YES	YES	13.02	Female	TRUE	TRUE
DSHP000003	Dutch Shepherd	Breed_Dogs			HPK035A1	FAM005354		Helsinki	Helsinki	Dutch Shepherd Dog rough	YES	YES	20.47	Female	TRUE	TRUE
DSHP000004	Dutch Shepherd	Breed_Dogs			HPK018A1	FAM005353		Helsinki	Helsinki	Dutch Shepherd Dog wirehaired	YES	YES	20.84	Male	TRUE	TRUE
DSHP000005	Dutch Shepherd	Breed_Dogs	SAMN19522814	SRR14750426	FAM005960	2-ADN13687		Rennes	Michigan		YES	YES	19.89	Female	TRUE	TRUE
DSHP000006	Dutch Shepherd	Breed_Dogs	SAMN19522815	SRR14750427	FAM006546	2-ADN5709		Rennes	Michigan		YES	YES	19.97	Male	TRUE	TRUE
DUPD000001	Dutch Partridge Dog	Breed_Dogs			DPK001A1	FAM005321		Helsinki	Helsinki		YES	YES	18.72	Male	TRUE	TRUE
ECKR000001	English Cocker Spaniel	Breed_Dogs	SAMN15625827	SRR12330362	FAM007073	12021		NHGRI	Michigan		YES	YES	18.09	Female	TRUE	TRUE
ECKR000002	English Cocker Spaniel	Breed_Dogs	SAMN15625828	SRR12330361	FAM007088	13589		NHGRI	Michigan		YES	YES	20.06	Female	TRUE	TRUE
ECKR000003	English Cocker Spaniel	Breed_Dogs	SAMN15625829	SRR12330360	FAM007127	28381		NHGRI	Michigan		YES	YES	18.47	Female	TRUE	TRUE
EEUS000001	East-European shepherd	Breed_Dogs			VEO004A1	FAM006798		Helsinki	Helsinki		YES	YES	17.17	Female	TRUE	TRUE
EEUS000002	East-European shepherd	Breed_Dogs			VEO005A1	FAM006799		Helsinki	Helsinki		YES	YES	17.97	Female	TRUE	TRUE
EEUS000003	East-European shepherd	Breed_Dogs			VEO006A1	FAM006800		Helsinki	Helsinki		YES	YES	19.13	Male	TRUE	TRUE
EFXH000002	English Foxhound	Breed_Dogs	SAMN15625831	SRR12330357	FAM007033	947		NHGRI	Michigan		YES	YES	19.18	Male	TRUE	TRUE
EFXH000003	English Foxhound	Breed_Dogs	SAMN15625832	SRR12330356	FAM007230	27119		NHGRI	Michigan		YES	YES	16.75	Male	TRUE	TRUE
EGTT000001	English Toy Spaniel	Breed_Dogs			FAM007438	26566		Cornell	Uppsala		YES	YES	18.69	Male	TRUE	TRUE
EGTT000002	English Toy Spaniel	Breed_Dogs			FAM007439	13592		Cornell	Uppsala		YES	YES	18.71	Female	TRUE	TRUE
EGTT000003	English Toy Spaniel	Breed_Dogs			FAM007440	9314		Cornell	Uppsala		YES	YES	21.73	Male	TRUE	TRUE
EGTT000004	English Shepherd	Breed_Dogs			FAM007441	12911		Cornell	Uppsala		YES	YES	18.13	Male	TRUE	TRUE
EGTT000005	English Shepherd	Breed_Dogs			FAM007442	16367		Cornell	Uppsala		YES	YES	18.23	Female	TRUE	TRUE
EGTT000006	English Shepherd	Breed_Dogs			FAM007443	18183		Cornell	Uppsala		YES	YES	19.93	Female	TRUE	TRUE
EGTT000007	English Toy Terrier	Breed_Dogs			EKT066A1	FAM006690		Helsinki	Helsinki		YES	YES	20.03	Female	TRUE	TRUE
EGTT000008	English Toy Terrier	Breed_Dogs			EKT071A1	FAM006691		Helsinki	Helsinki		YES	YES	18.57	Female	TRUE	TRUE
EGTT000009	English Toy Terrier	Breed_Dogs			EKT075A1	FAM006692		Helsinki	Helsinki		YES	YES	17.37	Female	TRUE	TRUE
EGTT000010	English Toy Terrier	Breed_Dogs			EKT078A1	FAM006693		Helsinki	Helsinki		YES	YES	21.93	Male	TRUE	TRUE
EGTT000011	English Toy Terrier	Breed_Dogs			EKT081A1	FAM006694		Helsinki	Helsinki		YES	YES	17.14	Male	TRUE	TRUE
EGTT000012	English Toy Terrier	Breed_Dogs			EKT091A1	FAM006695		Helsinki	Helsinki		YES	YES	21.48	Male	TRUE	TRUE
EGTT000013	English Toy Terrier	Breed_Dogs			EKT095A1	FAM006696		Helsinki	Helsinki		YES	YES	16.89	Female	TRUE	TRUE
EGTT000014	English Toy Terrier	Breed_Dogs			EKT096A1	FAM006697		Helsinki	Helsinki		YES	YES	19.9	Male	TRUE	TRUE
EGTT000015	English Toy Terrier	Breed_Dogs			EKT097A1	FAM006698		Helsinki	Helsinki		YES	YES	17.56	Male	TRUE	TRUE
EGTT000016	English Toy Terrier	Breed_Dogs			EKT102A1	FAM006699		Helsinki	Helsinki		YES	YES	20.49	Male	TRUE	TRUE
ELOD000001	Elo	Breed_Dogs			EL051	FAM005581		Bern	Bern		YES	YES	22.04	Male	TRUE	TRUE
ELOD000002	Elo	Breed_Dogs			EL170	FAM005582		Bern	Bern		YES	YES	18	Male	TRUE	TRUE
ELOD000003	Elo	Breed_Dogs			EL210	FAM005583		Bern	Bern		YES	YES	18.62	Female	TRUE	TRUE
ELOD000004	Elo	Breed_Dogs			EL381	FAM005584		Bern	Bern		YES	YES	18.11	Female	TRUE	TRUE
ELOD000005	Elo	Breed_Dogs			EL661	FAM005635		Bern	Bern		YES	YES	18	Female	TRUE	TRUE
ENTB000001	Entlebucher Mountain Dog	Breed_Dogs	SAMN15625833	SRR12330355	FAM007079	12841		NHGRI	Michigan		YES	YES	20.78	Female	TRUE	TRUE
ENTB000002	Entlebucher Mountain Dog	Breed_Dogs	SAMN15625834	SRR12330354	FAM007080	12842		NHGRI	Michigan		YES	YES	19.57	Male	TRUE	TRUE
ENTB000003	Entlebucher Mountain Dog	Breed_Dogs	SAMN15625835	SRR12330353	FAM007350	12859		NHGRI	Uppsala		YES	YES	16.07	Female	TRUE	TRUE
ENTB000004	Entlebucher Mountain Dog	Breed_Dogs			EN755	FAM004673		Bern	Uppsala		YES	YES	27.77	Female	TRUE	TRUE
ENTB000005	Entlebucher Mountain Dog	Breed_Dogs			EN756	FAM004674		Bern	Uppsala		YES	YES	20.11	Female	TRUE	TRUE
ENTB000006	Entlebucher Mountain Dog	Breed_Dogs			EN771	FAM004675		Bern	Uppsala		YES	YES	17.78	Male	TRUE	TRUE
ENTB000007	Entlebucher Mountain Dog	Breed_Dogs			EN1269	FAM004676		Bern	Uppsala		YES	YES	17.78	Female	TRUE	TRUE
ENTB000008	Entlebucher Mountain Dog	Breed_Dogs			EN1371	FAM004677		Bern	Uppsala		YES	YES	18.71	Male	TRUE	TRUE
ENTB000009	Entlebucher Mountain Dog	Breed_Dogs			EN1388	FAM004678		Bern	Uppsala		YES	YES	18.91	Male	TRUE	TRUE
EPNT000001	English Pointer	Breed_Dogs	SAMN15626070	SRR12330094	FAM007386	9031		NHGRI	Uppsala		YES	YES	17.51	Male	TRUE	TRUE
EPNT000002	English Pointer	Breed_Dogs	SAMN15625836	SRR12330352	FAM007097	15390		NHGRI	Michigan		YES	YES	17.97	Male	TRUE	TRUE
EPNT000003	English Pointer	Breed_Dogs	SAMN15625837	SRR12330351	FAM007098	15391		NHGRI	Michigan		YES	YES	20.1	Female	TRUE	TRUE
EPNT000004	English Pointer	Breed_Dogs	SAMN15626071	SRR12330092	FAM007387	20568		NHGRI	Uppsala		YES	YES	22.63	Female	TRUE	TRUE
EPNT000005	English Pointer	Breed_Dogs	SAMN15626072	SRR12330091	FAM007388	24730		NHGRI	Uppsala		YES	YES	17.09	Male	TRUE	TRUE
EPNT000006	English Pointer	Breed_Dogs	SAMN15625838	SRR12330350	FAM007118	27378		NHGRI	Michigan		YES	YES	18.62	Female	TRUE	TRUE
EPNT000007	English Pointer	Breed_Dogs			POI028A1	FAM005756		Helsinki	Helsinki		YES	YES	21.33	Male	TRUE	TRUE
EPNT000008	English Pointer	Breed_Dogs			POI030A1	FAM005757		Helsinki	Helsinki		YES	YES	17.53	Female	TRUE	TRUE
EPNT000009	Unknown	Breed_Dogs			POI031A1	FAM005758		Helsinki	Helsinki		YES	NO	18.37	Female	TRUE	FALSE
ESET000001	English Setter	Breed_Dogs	SAMN15625839	SRR12330349	FAM007096	15386		NHGRI	Michigan		YES	YES	17.68	Female	TRUE	TRUE
ESET000002	English Setter	Breed_Dogs	SAMN15625840	SRR12330348	FAM007114	26982		NHGRI	Michigan		YES	YES	18.65	Female	TRUE	TRUE
ESET000004	English Setter	Breed_Dogs			ET001	FAM005412		Bern	Bern		YES	YES	20.63	Male	TRUE	TRUE
ESMD000001	Estrela Mountain Dog	Breed_Dogs			EST014A1	FAM005330		Helsinki	Helsinki		YES	YES	19.25	Male	TRUE	TRUE
ESMD000002	Estrela Mountain Dog	Breed_Dogs			EST017A1	FAM005331		Helsinki	Helsinki		YES	YES	20.59	Male	TRUE	TRUE
ESMD000003	Estrela Mountain Dog	Breed_Dogs			EST030A1	FAM005332		Helsinki	Helsinki		YES	YES	23.26	Female	TRUE	TRUE
ESMD000004	Estrela Mountain Dog	Breed_Dogs			EST039A1	FAM005333		Helsinki	Helsinki		YES	YES	20.5	Female	TRUE	TRUE
ESMD000005	Estrela Mountain Dog	Breed_Dogs			EST047A1	FAM005334		Helsinki	Helsinki		YES	YES	17.19	Female	TRUE	TRUE
ESMD000006	Estrela Mountain Dog	Breed_Dogs			EST051A1	FAM005335		Helsinki	Helsinki		YES	YES	18.92	Male	TRUE	TRUE
ESSP000001	English Springer Spaniel	Breed_Dogs	SAMN15625842	SRR12330345	FAM007045	4238		NHGRI	Michigan		YES	YES	17.43	Female	TRUE	TRUE
ESSP000002	English Springer Spaniel	Breed_Dogs	SAMN15625843	SRR12330344	FAM007046	4239		NHGRI	Michigan		YES	YES	23.34	Female	TRUE	TRUE
ESSP000003	English Springer Spaniel	Breed_Dogs			EP003	FAM005411		Bern	Bern		YES	YES	17.85	Male	TRUE	TRUE
ESTH000001	Estonian Hound	Breed_Dogs			EAK001A1	FAM006687		Helsinki	Helsinki		YES	YES	18.07	Male	TRUE	TRUE
ESTH000002	Estonian Hound	Breed_Dogs			EAK003A1	FAM006688		Helsinki	Helsinki		YES	YES	16.9	Female	TRUE	TRUE
ESTH000003	Estonian Hound	Breed_Dogs			EAK002A1	FAM006689		Helsinki	Helsinki		YES	YES	18.92	Female	TRUE	TRUE
EURA000001	Eurasier	Breed_Dogs	SAMN15625844	SRR12330343	FAM007351	22815		NHGRI	Uppsala		YES	YES	19.33	Female	TRUE	TRUE
EURA000002	Eurasier	Breed_Dogs			EU018	FAM005490		Bern	Bern		YES	YES	17.38	Female	TRUE	TRUE
EURA000003	Eurasier	Breed_Dogs			EU030	FAM005491		Bern	Bern		YES	YES	20.18	Female	TRUE	TRUE
EURA000004	Eurasier	Breed_Dogs			EUR026A1	FAM005336		Helsinki	Helsinki		YES	YES	18.32	Female	TRUE	TRUE
FBUL000001	French Bulldog	Breed_Dogs	SAMN15625845	SRR12330342	FAM007090	14473		NHGRI	Michigan		YES	YES	18.58	Female	TRUE	TRUE
FBUL000002	French Bulldog	Breed_Dogs	SAMN15625846	SRR12330341	FAM007091	14477		NHGRI	Michigan		YES	YES	22.38	Male	TRUE	TRUE
FBUL000003	French Bulldog	Breed_Dogs	SAMN15625847	SRR12330340	FAM007099	16072		NHGRI	Michigan		YES	YES	17.61	Male	TRUE	TRUE
FBUL000004	French Bulldog	Breed_Dogs			FB023	FAM005492		Bern	Bern		YES	YES	18.4	Female	TRUE	TRUE
FBUL000005	French Bulldog	Breed_Dogs			RBD190A1	FAM005786		Helsinki	Helsinki		YES	YES	17.38	Female	TRUE	TRUE
FBUL000006	French Bulldog	Breed_Dogs	SAMN19522816	SRR14750428	FAM006623	3-ADNPR4634		Rennes	Michigan		YES	YES	18.27	Male	TRUE	TRUE
FIEL000001	Field Spaniel	Breed_Dogs	SAMN15625848	SRR12330339	FAM007117	27364		NHGRI	Michigan		YES	YES	19.91	Male	TRUE	TRUE
FIEL000002	Field Spaniel	Breed_Dogs	SAMN15625849	SRR12330338	FAM007125	28377		NHGRI	Michigan		YES	YES	18.14	Female	TRUE	TRUE
FIEL000003	Field Spaniel	Breed_Dogs	SAMN15625850	SRR12330337	FAM007126	28378		NHGRI	Michigan		YES	YES	22.13	Male	TRUE	TRUE
FIEL000004	Field Spaniel	Breed_Dogs			FIS018A1	FAM005338		Helsinki	Helsinki		YES	YES	18.85	Female	TRUE	TRUE
FIEL000005	Field Spaniel	Breed_Dogs			FIS029A1	FAM005339		Helsinki	Helsinki		YES	YES	18.75	Male	TRUE	TRUE
FINH000001	Finnish Hound	Breed_Dogs			SAK326A1	FAM005789		Helsinki	Helsinki		YES	YES	20.17	Female	TRUE	TRUE
FINH000002	Finnish Hound	Breed_Dogs			SAK378A1	FAM005790		Helsinki	Helsinki		YES	YES	20.55	Male	TRUE	TRUE
FINH000003	Finnish Hound	Breed_Dogs			SAK398A1	FAM005791		Helsinki	Helsinki		YES	YES	20.57	Male	TRUE	TRUE
FINH000004	Finnish Hound	Breed_Dogs			SAK492A1	FAM005792		Helsinki	Helsinki		YES	YES	19.67	Male	TRUE	TRUE
FINH000005	Finnish Hound	Breed_Dogs			SAK508A1	FAM005793		Helsinki	Helsinki		YES	YES	17.54	Female	TRUE	TRUE
FINH000006	Finnish Hound	Breed_Dogs			SAK539A1	FAM005794		Helsinki	Helsinki		YES	YES	19.36	Female	TRUE	TRUE
FINS000001	Finnish Spitz	Breed_Dogs	SAMN15625851	SRR12330335	FAM007053	7309		NHGRI	Michigan		YES	YES	19.46	Female	TRUE	TRUE
FINS000002	Finnish Spitz	Breed_Dogs			SPK444A1	FAM005820		Helsinki	Helsinki		YES	YES	20.1	Male	TRUE	TRUE
FINS000003	Finnish Spitz	Breed_Dogs			SPK472A1	FAM005821		Helsinki	Helsinki		YES	YES	19.23	Male	TRUE	TRUE
FINS000004	Finnish Spitz	Breed_Dogs			SPK547A1	FAM005822		Helsinki	Helsinki		YES	YES	19.58	Female	TRUE	TRUE
FINS000005	Finnish Spitz	Breed_Dogs			SPK668A1	FAM005823		Helsinki	Helsinki		YES	YES	18.58	Male	TRUE	TRUE
FINS000006	Finnish Spitz	Breed_Dogs			SPK814A1	FAM005824		Helsinki	Helsinki		YES	YES	18.53	Female	TRUE	TRUE
FLCD000001	Bouvier des Flandres	Breed_Dogs			BOU044	FAM005243		Helsinki	Helsinki		YES	YES	20.59	Female	TRUE	TRUE
FLCD000002	Bouvier des Flandres	Breed_Dogs			BOU066	FAM005244		Helsinki	Helsinki		YES	YES	22.64	Male	TRUE	TRUE
FLCD000003	Bouvier des Flandres	Breed_Dogs	SAMN19522817	SRR14750429	FAM005937	2-ADN12493		Rennes	Michigan		YES	YES	18.22	Male	TRUE	TRUE
FLCD000004	Bouvier des Flandres	Breed_Dogs	SAMN19522818	SRR14750430	FAM005948	2-ADN12811		Rennes	Michigan		YES	YES	17.07	Female	TRUE	TRUE
FLCD000005	Bouvier des Flandres	Breed_Dogs	SAMN19522819	SRR14750431	FAM005985	2-ADN22619		Rennes	Michigan		YES	YES	19.3	Male	TRUE	TRUE
FLCD000006	Bouvier des Flandres	Breed_Dogs	SAMN19522820	SRR14750432	FAM005992	2-ADN2446		Rennes	Michigan		YES	YES	17.78	Female	TRUE	TRUE
FLCD000007	Bouvier des Flandres	Breed_Dogs	SAMN19522821	SRR14750433	FAM006547	2-ADN6006		Rennes	Michigan		YES	YES	25.5	Male	TRUE	TRUE
FLCD000008	Bouvier des Flandres	Breed_Dogs	SAMN19522822	SRR14750435	FAM006608	2-ADNPR3583		Rennes	Michigan		YES	YES	17.75	Male	TRUE	TRUE
FLCR000001	Flat-Coated Retriever	Breed_Dogs	SAMN15625852	SRR12330334	FAM007138	30377		NHGRI	Michigan		YES	YES	18	Female	TRUE	TRUE
FLCR000002	Flat-Coated Retriever	Breed_Dogs	SAMN15625853	SRR12330333	FAM007144	30651		NHGRI	Michigan		YES	YES	21.2	Female	TRUE	TRUE
FLCR000003	Flat-Coated Retriever	Breed_Dogs	SAMN15625854	SRR12330332	FAM007153	31166		NHGRI	Michigan		YES	YES	17.74	Female	TRUE	TRUE
FOMD000001	Formosan Mountain Dog	Breed_Dogs			FAM009502	4323		Cornell	Uppsala		YES	YES	19.51	Male	TRUE	TRUE
FOMD000002	Formosan Mountain Dog	Breed_Dogs			FAM009503	4322		Cornell	Uppsala		YES	YES	19.07	Male	TRUE	TRUE
FOMD000003	Formosan Mountain Dog	Breed_Dogs			FAM009504	4321		Cornell	Uppsala		YES	YES	19.96	Female	TRUE	TRUE
FRSP000001	French Spaniel	Breed_Dogs	SAMN19522823	SRR14750436	FAM005988	4-ADN23249		Rennes	Michigan		YES	YES	17.29	Female	TRUE	TRUE
FRSP000002	French Spaniel	Breed_Dogs	SAMN19522824	SRR14750437	FAM006516	2-ADN3993		Rennes	Michigan		YES	YES	17.6	Male	TRUE	TRUE
FRSP000003	French Spaniel	Breed_Dogs	SAMN19522825	SRR14750438	FAM006582	2-ADN8618		Rennes	Michigan		YES	YES	27.96	Male	TRUE	TRUE
FRSP000004	French Spaniel	Breed_Dogs	SAMN19522826	SRR14750439	FAM006583	2-ADN8631		Rennes	Michigan		YES	YES	17.26	Female	TRUE	TRUE
FRSP000005	French Spaniel	Breed_Dogs	SAMN19522827	SRR14750440	FAM006591	2-ADN8976		Rennes	Michigan		YES	YES	20.12	Female	TRUE	TRUE
FRSP000006	French Spaniel	Breed_Dogs	SAMN19522828	SRR14750441	FAM006592	2-ADN9009		Rennes	Michigan		YES	YES	17.87	Female	TRUE	TRUE
FXTE000001	Wire Fox Terrier	Breed_Dogs			FX001	FAM005413		Bern	Bern		YES	YES	18.9	Male	TRUE	TRUE
FXTE000002	Wire Fox Terrier	Breed_Dogs			KT141A1	FAM005663		Helsinki	Helsinki		YES	YES	20	Male	TRUE	TRUE
FXTE000003	Smooth Fox Terrier	Breed_Dogs			KT143A1	FAM005664		Helsinki	Helsinki		YES	YES	18.45	Male	TRUE	TRUE
FXTE000004	Smooth Fox Terrier	Breed_Dogs			KT157A1	FAM005665		Helsinki	Helsinki		YES	YES	21.59	Male	TRUE	TRUE
FXTE000005	Smooth Fox Terrier	Breed_Dogs	SAMN19522829	SRR14750442	FAM005917	2-ADN1149		Rennes	Michigan		YES	YES	18.11	Male	TRUE	TRUE
FXTE000006	Smooth Fox Terrier	Breed_Dogs	SAMN19522830	SRR14750443	FAM006625	3-ADNPR5013		Rennes	Michigan		YES	YES	23.26	Male	TRUE	TRUE
FXTE000007	Unknown	Breed_Dogs	SAMN19522831	SRR14750444	FAM005928	2-ADN12062		Rennes	Michigan		YES	NO	21.08	Male	TRUE	FALSE
FXTE000008	Fox terrier	Mixed/Other	SAMN19522832	SRR14750294	FAM005957	2-ADN13586		Rennes	Michigan		YES	NO	17.61	Female	TRUE	FALSE
FXTE000009	Fox terrier	Mixed/Other	SAMN19522833	SRR14750295	FAM006624	3-ADNPR4961		Rennes	Michigan		YES	NO	18.65	Male	TRUE	FALSE
GAFT000001	Great Anglo-French Tricolour Hound	Breed_Dogs	SAMN19522834	SRR14750296	FAM005958	4-ADN13611_1		Rennes	Michigan		YES	YES	19.39	Female	TRUE	TRUE
GAFT000002	Great Anglo-French Tricolour Hound	Breed_Dogs	SAMN19522835	SRR14750297	FAM005967	4-ADN13919		Rennes	Michigan		YES	YES	17.44	Male	TRUE	TRUE
GAFT000003	Great Anglo-French Tricolour Hound	Breed_Dogs	SAMN19522836	SRR14750298	FAM005968	4-ADN13924		Rennes	Michigan		YES	YES	17.37	Male	TRUE	TRUE
GAFT000004	Great Anglo-French Tricolour Hound	Breed_Dogs	SAMN19522837	SRR14750299	FAM005971	2-ADN13937		Rennes	Michigan		YES	YES	18.06	Female	TRUE	TRUE
GAFT000005	Great Anglo-French Tricolour Hound	Breed_Dogs	SAMN19522838	SRR14750300	FAM005972	2-ADN13938		Rennes	Michigan		YES	YES	17.9	Male	TRUE	TRUE
GAFT000006	Great Anglo-French Tricolour Hound	Breed_Dogs	SAMN19522839	SRR14750301	FAM005974	2-ADN13943		Rennes	Michigan		YES	YES	19.47	Male	TRUE	TRUE
GALG000001	Galgo Espanol	Breed_Dogs			ESV001B1	FAM006704		Helsinki	Helsinki		YES	YES	17.85	Female	TRUE	TRUE
GALG000002	Galgo Espanol	Breed_Dogs			ESV003B1	FAM006705		Helsinki	Helsinki		YES	YES	20.53	Female	TRUE	TRUE
GALG000003	Galgo Espanol	Breed_Dogs			ESV005A1	FAM006706		Helsinki	Helsinki		YES	YES	19.26	Male	TRUE	TRUE
GALG000004	Galgo Espanol	Breed_Dogs			ESV010A1	FAM006707		Helsinki	Helsinki		YES	YES	17.41	Male	TRUE	TRUE
GALG000005	Galgo Espanol	Breed_Dogs	SAMN19522840	SRR14750302	FAM006607	2-ADNPR3322		Rennes	Michigan		YES	YES	18.85	Female	TRUE	TRUE
GALG000006	Galgo Espanol	Breed_Dogs	SAMN19522841	SRR14750303	FAM006619	2-ADNPR4350		Rennes	Michigan		YES	YES	18.23	Male	TRUE	TRUE
GAWO000001	Great Anglo-French White and Orange Hound	Breed_Dogs	SAMN19522842	SRR14750305	FAM005965	4-ADN13877_1		Rennes	Michigan		YES	YES	21.63	Male	TRUE	TRUE
GAWO000002	Great Anglo-French White and Orange Hound	Breed_Dogs	SAMN19522843	SRR14750306	FAM005969	4-ADN13927		Rennes	Michigan		YES	YES	16.82	Female	TRUE	TRUE
GAWO000003	Great Anglo-French White and Orange Hound	Breed_Dogs	SAMN19522844	SRR14750307	FAM005970	2-ADN13936		Rennes	Michigan		YES	YES	19.95	Male	TRUE	TRUE
GAWO000004	Great Anglo-French White and Orange Hound	Breed_Dogs	SAMN19522845	SRR14750308	FAM005973	3-ADN13940		Rennes	Michigan		YES	YES	19.93	Female	TRUE	TRUE
